Time (s),Target,X (mm),Y (mm),Z (mm),Yaw,Pitch,Roll
7.902,3,54.02,29.92,489.73,-55.94,-36.55,-100.31
7.962,3,341.24,200.61,2846.60,110.44,64.09,-116.19
8.024,3,170.24,92.24,1394.66,151.68,-72.73,53.21
8.082,3,1046.85,734.78,9362.30,22.70,21.10,154.03
8.142,3,17.91,-5.12,202.46,13.93,-77.40,159.37
8.204,3,148.44,78.42,1216.49,47.47,-70.85,-11.64
8.263,3,50.19,29.02,442.02,-57.16,-31.49,-104.06
8.325,3,1565.80,1237.54,14709.65,20.48,45.72,19.57
8.384,3,205.55,119.74,1730.13,-42.48,-31.92,80.40
8.444,3,52.69,22.89,451.58,-113.01,77.99,39.86
8.507,3,13645.07,11983.69,-88713.28,12.31,-43.13,76.41
8.564,3,52.74,26.82,455.80,-127.62,81.28,26.75
8.625,3,567.18,410.99,5036.24,-86.50,61.92,60.94
8.687,3,98.50,62.28,854.37,-58.84,-7.85,81.30
8.747,3,149.64,93.19,1275.17,-29.24,-73.77,-121.02
8.808,3,51.96,20.71,449.70,126.00,61.23,-79.38
8.869,3,219.50,118.13,1827.77,-37.12,-4.84,94.35
8.928,3,77.90,33.55,636.20,42.86,-80.83,160.76
8.991,3,226.24,133.34,1901.38,62.18,-64.73,11.30
11.408,3,52.99,26.86,547.39,-35.08,60.44,133.05
11.468,3,56.69,33.46,600.79,-35.05,57.47,131.44
11.528,3,60.92,38.81,643.15,-19.56,-50.03,-152.04
11.648,3,71.66,39.76,670.77,-45.73,52.80,111.27
11.709,3,74.83,37.48,669.57,-53.85,55.52,103.83
11.951,3,186.29,75.43,1462.65,-80.72,53.92,77.32
12.009,3,262.34,96.28,2017.57,-62.36,-61.78,-103.29
12.073,3,278.01,86.53,2097.32,-100.19,67.70,63.76
12.131,3,101.51,27.92,787.44,-96.33,72.00,69.96
12.192,3,102.29,28.58,790.13,-93.87,71.49,72.42
12.252,3,100.95,24.99,771.10,-105.57,75.43,61.45
12.312,3,95.33,21.79,726.07,-99.92,74.33,69.39
12.375,3,98.54,21.17,755.82,-96.04,71.53,74.08
12.433,3,95.63,18.90,735.42,-96.44,71.82,74.59
12.494,3,80.50,15.27,622.88,-130.09,79.66,40.62
12.557,3,91.84,18.95,708.60,-96.15,71.63,74.54
12.614,3,92.62,20.28,719.70,-99.96,73.73,69.92
12.675,3,97.17,21.28,745.11,-92.94,70.90,77.20
12.736,3,88.76,20.38,697.38,-100.48,74.27,68.86
12.795,3,13.86,2.57,38.54,-174.49,24.22,90.80
12.858,3,-3.47,-11.25,171.05,78.15,75.48,149.06
12.917,3,62.62,16.00,515.47,-85.37,65.65,84.41
12.976,3,89.40,21.99,697.09,-87.94,70.35,81.24
13.036,3,88.52,23.23,704.50,-79.51,69.39,88.84
13.098,3,89.86,22.79,708.05,-87.27,69.80,81.62
13.162,3,97.55,27.22,774.92,-73.29,68.64,94.05
13.219,3,92.82,25.53,742.15,-73.57,66.10,94.20
13.280,3,89.80,24.83,722.85,-72.69,66.26,95.08
13.339,3,83.39,22.91,670.89,-73.13,67.89,95.02
13.399,3,90.18,25.85,728.26,-70.76,65.49,96.49
13.460,3,86.78,25.14,701.19,-73.06,66.43,94.34
13.520,3,84.72,24.51,685.60,-70.40,66.08,97.07
13.581,3,86.61,26.32,711.00,-66.33,64.34,100.26
13.641,3,82.16,25.57,683.70,-61.61,63.56,104.67
13.701,3,79.44,26.00,672.10,-57.32,61.36,107.97
17.267,3,42.56,57.51,679.28,-58.53,59.92,110.61
17.570,3,66.55,55.93,735.98,-55.73,59.74,113.61
17.630,3,66.50,53.88,721.87,-54.81,60.21,113.42
17.691,3,62.87,50.61,690.06,-56.31,60.35,112.06
17.750,3,63.10,51.85,701.71,-54.47,60.08,116.96
17.812,3,58.79,47.41,662.20,-56.49,62.38,116.68
17.872,3,56.75,42.81,627.64,-58.09,62.54,115.41
17.933,3,56.24,37.83,598.87,-59.64,62.44,113.99
17.993,3,57.61,34.05,587.35,-60.38,63.21,113.11
18.174,3,55.05,29.27,565.79,-55.48,63.75,119.35
18.235,3,52.87,29.36,567.43,-46.97,61.20,128.22
18.356,3,50.59,32.08,597.65,-33.49,53.38,141.53
18.416,3,48.62,32.86,612.04,-27.14,49.02,149.73
18.476,3,45.93,32.48,598.35,-28.93,50.43,149.66
18.537,3,46.61,33.44,603.57,-28.39,49.16,150.49
18.596,3,47.47,35.28,614.26,-28.56,48.28,149.76
18.658,3,47.87,36.90,623.75,-27.38,47.09,149.94
18.718,3,46.68,38.81,628.87,-27.56,46.13,150.40
18.779,3,45.22,40.63,634.48,-25.41,46.47,153.84
18.839,3,43.89,40.31,626.29,-26.25,47.26,153.79
18.899,3,47.39,41.58,644.02,-27.05,45.27,150.99
18.959,3,52.42,42.69,668.45,-28.34,42.04,146.59
19.019,3,51.18,32.11,527.31,-18.08,-27.68,-125.52
19.080,3,70.55,45.95,747.19,-22.01,-31.31,-149.25
19.141,3,56.35,31.93,572.59,-33.26,-41.77,-135.19
19.201,3,71.04,38.18,684.47,-29.17,-39.03,-138.40
19.263,3,74.44,37.49,693.25,-31.43,-40.29,-135.16
19.321,3,77.34,36.92,708.21,-33.22,-42.43,-134.01
19.382,3,73.81,33.08,671.40,-32.50,-43.88,-135.87
19.443,3,94.00,39.96,852.23,-26.18,-38.45,-143.26
19.504,3,91.98,35.76,823.41,-25.96,-40.47,-144.06
19.563,3,97.40,35.64,864.76,-23.80,-38.79,-146.75
19.624,3,97.33,33.46,861.50,-24.16,-39.68,-147.29
19.684,3,98.06,31.06,860.45,-23.87,-40.90,-148.51
19.745,3,92.98,27.77,812.22,-25.97,-43.46,-146.22
19.805,3,95.50,27.67,825.88,-26.31,-43.89,-146.21
19.866,3,88.41,24.84,755.95,-29.63,-48.02,-143.19
19.926,3,86.96,23.48,734.69,-32.73,-50.30,-140.76
19.986,3,82.33,21.21,690.08,-35.47,-53.82,-138.40
20.046,3,84.49,21.29,700.88,-36.44,-54.51,-137.78
20.107,3,119.01,30.07,974.16,-29.29,-49.89,-144.17
20.167,3,136.10,32.73,978.82,-98.86,-69.97,-63.82
20.228,3,99.41,26.31,801.12,-37.39,-56.94,-135.67
20.288,3,79.73,20.42,653.12,-42.39,-60.51,-130.99
20.349,3,84.86,21.58,678.86,-42.18,-60.83,-131.20
20.409,3,87.23,22.80,701.90,-44.32,-59.93,-128.45
20.471,3,89.13,23.45,703.91,-46.08,-63.40,-126.08
20.530,3,92.76,24.81,729.60,-46.48,-62.53,-125.48
20.591,3,92.43,24.72,727.39,-46.79,-62.32,-125.23
20.651,3,91.21,24.43,720.34,-46.65,-62.48,-125.30
20.711,3,91.13,24.66,722.10,-48.19,-62.36,-123.58
20.772,3,91.49,24.42,720.75,-46.46,-62.59,-125.54
20.832,3,90.79,24.28,719.08,-48.10,-62.50,-123.81
20.892,3,90.03,24.21,714.20,-47.56,-62.77,-124.24
20.954,3,87.85,23.44,695.24,-46.99,-62.35,-125.28
21.013,3,87.64,23.74,700.46,-46.74,-61.88,-125.20
21.074,3,86.06,22.92,694.95,-44.51,-59.80,-128.05
21.134,3,101.71,28.56,811.20,-47.54,-58.71,-124.21
21.195,3,99.95,28.55,794.32,-47.79,-54.81,-124.37
21.255,3,161.91,44.14,1229.15,-65.37,-66.66,-103.09
21.316,3,184.51,51.87,1399.04,-60.04,-63.60,-109.28
21.438,4,99.97,28.49,794.70,-47.76,-54.03,-124.48
21.499,4,91.91,24.27,736.16,-40.97,-59.24,-131.96
21.558,4,99.81,27.55,802.00,-47.70,-55.25,-124.99
21.618,4,88.49,23.46,711.83,-45.03,-59.26,-127.58
21.679,4,88.70,23.86,702.78,-47.40,-62.34,-124.78
21.738,4,87.84,23.53,702.22,-47.01,-61.81,-125.12
21.799,4,86.68,22.73,690.13,-44.86,-60.81,-127.96
21.860,4,88.20,23.06,701.37,-45.90,-59.45,-127.25
21.921,4,88.84,23.13,712.90,-44.71,-59.88,-128.07
21.980,4,93.55,24.43,736.27,-44.95,-64.42,-126.82
22.041,4,145.00,37.40,1107.36,-54.07,-64.04,-116.12
22.101,4,104.91,25.69,810.01,-87.53,67.20,81.00
22.162,4,236.54,58.12,1786.91,-80.49,67.60,87.00
22.222,4,280.84,69.54,2083.33,-120.44,60.48,44.59
22.283,4,214.39,49.39,1591.61,-104.47,64.35,64.15
22.343,4,102.61,22.10,781.76,-51.90,-69.07,-120.44
22.404,4,1490.88,276.06,10953.55,-151.74,-25.61,-19.89
40.232,4,86.52,68.35,910.75,-20.86,-39.65,-142.89
40.292,4,-0.53,-8.73,160.80,-110.91,-77.69,57.71
40.716,4,750.88,222.04,5660.45,-161.49,75.43,-20.87
40.778,4,137.25,33.31,1037.82,178.64,81.87,-13.84
40.836,4,126.96,31.17,958.28,-168.16,81.65,-2.28
40.896,4,117.30,28.15,882.05,-179.12,81.12,-13.42
40.959,4,115.24,26.25,873.89,-136.67,80.99,31.94
41.018,4,128.65,28.08,967.00,-121.91,79.11,47.94
41.077,4,297.27,64.84,2214.10,140.89,81.27,-55.12
41.139,4,124.35,24.43,938.41,166.59,79.74,-24.51
41.198,4,123.04,22.50,923.88,165.21,81.48,-24.00
41.259,4,120.87,21.06,906.31,-161.89,82.16,9.65
41.319,4,588.06,139.50,4364.48,-87.10,-13.82,-107.38
41.380,4,108.05,19.92,817.45,-105.84,74.81,63.98
41.442,4,111.31,20.23,837.22,-124.33,79.86,45.19
41.501,4,97.98,18.51,739.49,-101.81,71.64,68.76
41.560,4,105.08,19.60,790.81,-106.17,75.55,64.33
41.628,4,135.35,21.75,1008.32,-117.37,77.16,55.07
41.683,4,101.37,16.48,769.48,136.78,76.55,-53.13
41.743,4,148.05,24.13,1090.99,-118.94,69.71,52.14
41.803,4,95.03,17.62,717.54,-101.65,71.43,69.15
41.864,4,113.01,20.70,850.78,-109.41,74.40,61.05
41.926,4,113.74,21.08,858.01,-115.54,80.37,54.77
41.984,4,130.87,24.74,984.10,-100.13,73.32,71.03
42.045,4,107.01,20.68,807.60,-117.57,78.68,51.48
42.107,4,107.03,20.17,807.45,-104.81,73.30,65.39
42.166,4,96.58,18.82,740.39,-99.57,70.25,70.69
42.228,4,101.26,19.85,765.22,-101.46,71.96,68.40
42.286,4,99.55,19.66,761.67,-103.62,73.97,65.90
42.346,4,125.32,22.74,941.04,-129.26,80.11,42.73
42.409,4,98.97,19.83,759.16,-98.59,69.99,71.28
42.467,4,98.63,19.58,743.54,-98.99,70.20,71.09
42.527,4,117.64,22.61,886.55,-124.74,79.69,46.69
42.591,4,119.09,22.96,889.92,-132.53,80.33,37.80
42.649,4,106.19,21.14,806.47,-108.19,76.64,60.70
42.709,4,114.70,22.26,869.50,-126.91,79.96,42.00
42.770,4,111.29,22.09,840.74,-145.49,81.70,22.56
42.830,4,111.57,21.55,842.27,-104.72,76.91,65.20
42.894,4,110.99,21.17,837.95,-114.06,77.36,55.37
42.951,4,100.77,19.80,770.80,-97.50,68.62,72.42
43.011,4,109.07,20.21,820.57,-103.86,72.79,65.30
43.075,4,110.73,20.27,835.53,-109.91,75.46,61.75
43.132,4,65224759.26,16363674.80,486701157.09,138.35,-59.51,-52.92
43.193,4,115.55,18.73,867.88,127.09,72.70,-63.59
43.254,4,288.47,49.85,2141.79,-76.26,73.33,94.44
43.313,4,127.15,20.90,954.66,99.71,-9.95,-85.03
43.375,4,1146.82,239.10,8440.04,158.47,65.98,-71.98
43.434,4,111.78,18.58,837.25,156.91,79.64,-31.60
43.494,4,104.96,18.25,795.23,159.73,80.20,-30.45
43.555,4,109.30,18.14,816.99,145.87,77.85,-42.94
43.615,4,110.43,18.51,838.50,127.54,73.98,-63.15
43.676,4,108.20,18.02,812.43,163.64,80.29,-26.28
43.736,4,108.13,18.13,811.12,157.41,79.75,-32.59
43.796,4,116.24,19.26,861.45,133.75,75.11,-56.59
43.859,4,5363.38,1200.60,39648.42,-146.38,-1.29,-51.74
43.918,4,109.49,17.73,827.71,-133.80,80.05,38.36
43.978,4,182.88,34.73,1359.07,-85.35,31.83,-97.22
44.042,4,103.66,16.08,785.66,-129.96,79.71,41.97
44.099,4,113.37,21.37,851.59,-157.04,83.84,12.23
44.162,4,118.81,20.94,882.13,124.46,73.25,-66.95
44.280,5,109.18,20.19,824.09,-175.10,83.68,-5.67
44.342,5,111.06,19.63,834.44,151.01,78.91,-39.63
44.401,5,121.53,19.63,909.13,-126.77,78.71,45.79
44.462,5,113.15,21.37,858.08,159.27,82.83,-32.09
44.523,5,121.09,22.46,913.35,129.68,77.05,-62.19
44.582,5,115.08,19.40,863.13,-133.20,80.58,38.44
44.643,5,110.06,17.58,829.58,-122.17,78.56,49.52
44.703,5,118.46,19.69,885.47,-131.50,79.46,40.86
44.763,5,117.42,18.53,879.31,-119.13,77.39,52.11
44.825,5,110.40,16.97,828.30,-118.57,77.17,53.12
44.884,5,271.66,51.93,2032.23,-75.73,-21.03,92.88
44.944,5,214.76,32.99,1576.96,-76.43,-16.33,-106.39
45.007,5,123.77,17.89,921.89,-117.95,78.05,54.47
45.065,5,313.11,37.85,2283.82,-85.08,-8.77,-105.27
45.126,5,227.25,39.95,1675.54,-84.24,-13.21,-101.59
45.187,5,120.16,18.29,898.94,-116.47,77.01,55.21
45.246,5,112.28,17.28,841.03,-121.51,78.40,49.30
45.309,5,101.42,19.07,775.11,-162.09,83.65,7.15
