Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
2.793,,-103.48,51.34,907.70,-2.72,36.01,161.15
2.848,,-100.32,50.18,909.76,-2.19,35.13,160.54
2.913,,-96.22,48.67,905.50,-1.00,35.74,161.54
2.970,,-92.97,48.17,912.19,-0.81,33.55,160.75
3.028,,-88.88,47.56,906.24,-0.86,34.74,161.72
3.086,,-87.93,47.47,915.41,-0.01,33.65,161.87
3.141,,-86.00,47.32,909.93,-0.42,34.17,161.54
3.197,,-86.12,47.32,912.75,0.02,33.48,161.34
3.254,,-85.45,47.32,909.97,-0.42,34.20,161.54
3.313,,-85.40,47.57,909.43,-0.44,34.27,161.52
3.378,,-85.14,47.50,908.10,-0.48,34.86,161.19
3.438,,-85.18,47.80,908.60,-0.49,34.80,161.17
3.495,,-85.58,47.42,903.82,-0.95,36.07,161.07
3.551,,-87.08,48.16,915.37,-0.47,34.75,160.52
3.607,,-86.75,49.98,917.80,-2.09,34.55,159.98
3.666,,-84.41,50.73,913.79,-0.26,36.00,161.31
3.727,,-83.76,51.25,915.90,-0.60,34.90,160.29
3.788,,-81.15,53.06,918.19,0.10,34.95,161.27
3.843,,-80.75,53.25,916.77,-0.76,36.05,160.41
3.903,,-79.93,53.64,918.72,-0.72,35.47,160.72
3.962,,-80.19,54.93,933.49,0.56,33.93,161.20
4.017,,-77.90,56.35,933.44,-0.42,36.13,160.54
4.073,,-77.68,57.10,941.27,-0.32,34.59,159.86
4.131,,-76.76,56.91,933.47,-0.45,36.20,160.50
4.187,,-76.44,59.17,949.25,-0.85,35.65,159.85
4.242,,-75.66,59.86,948.45,-0.51,36.30,161.16
4.298,,-75.52,60.27,959.77,-0.37,35.06,161.18
4.353,,-74.77,59.20,952.08,-0.57,38.14,159.60
4.410,,-76.02,59.58,970.12,0.04,36.42,159.97
4.468,,-77.72,59.42,974.78,-0.29,35.51,159.54
4.523,,-82.19,57.88,970.83,-0.81,37.56,159.81
4.580,,-84.12,57.55,977.68,-1.19,37.51,159.66
4.636,,-88.62,56.91,984.35,-0.64,36.86,160.17
4.692,,-91.29,55.29,982.10,-0.63,37.36,159.94
4.749,,-92.64,53.95,973.98,-1.48,37.69,160.10
4.805,,-94.29,52.70,975.69,-0.98,37.52,159.70
4.860,,-94.23,50.45,975.18,-0.40,36.57,161.27
4.915,,-93.86,49.82,980.79,-0.33,36.26,160.05
4.971,,-93.01,49.63,983.04,-0.26,35.64,160.40
5.028,,-91.49,50.02,987.99,-0.65,34.89,159.91
5.082,,-89.67,51.10,991.33,0.19,34.83,161.06
5.138,,-90.60,51.94,1001.69,0.23,34.11,160.62
5.193,,-91.66,54.07,1009.91,0.59,34.64,161.22
5.249,,-93.93,56.05,1026.31,1.03,33.98,160.71
5.304,,-94.73,56.87,1029.80,1.01,34.30,161.36
5.360,,-95.84,58.45,1029.69,0.05,34.82,160.70
5.416,,-95.67,59.80,1031.24,-0.05,35.85,160.92
5.478,,-95.58,60.83,1035.42,0.41,35.02,160.62
5.537,,-95.58,62.24,1040.54,0.82,35.30,160.64
5.593,,-96.70,62.57,1040.57,-0.11,35.80,160.05
5.651,,-98.83,63.18,1047.80,-0.56,35.82,159.84
5.707,,-99.88,63.06,1053.82,-0.09,35.96,159.92
5.763,,-102.00,62.64,1057.34,-0.06,36.22,160.63
5.818,,-102.58,63.15,1049.83,-1.14,37.66,158.63
5.872,,-105.17,63.38,1061.41,-0.62,37.44,159.69
5.927,,-104.37,61.67,1043.52,-0.70,38.43,159.17
5.983,,-105.50,62.63,1051.58,-1.05,36.87,159.03
6.039,,-104.47,61.76,1047.82,-1.12,38.20,158.40
6.094,,-104.24,60.82,1053.74,-0.93,36.27,159.49
6.150,,-104.24,60.82,1053.74,-0.93,36.27,159.49
6.205,,-103.02,60.38,1046.24,-1.01,37.28,158.18
6.262,,-103.76,60.56,1052.19,-1.38,36.36,157.71
6.317,,-102.81,60.34,1054.12,-0.47,36.89,158.64
6.371,,-103.35,60.57,1057.95,-0.49,37.20,159.25
6.428,,-103.35,60.57,1057.95,-0.49,37.20,159.25
6.459,,-103.00,60.46,1056.03,-0.54,37.85,158.91
6.514,,-101.78,60.05,1051.80,-1.06,38.68,159.12
6.570,,-102.92,61.86,1063.71,-0.50,36.91,157.80
6.628,,-102.05,61.21,1057.99,-0.52,37.27,159.21
6.685,,-103.11,61.30,1062.27,-0.95,36.96,158.39
6.742,,-103.12,61.72,1064.00,-0.06,37.42,159.26
6.798,,-103.12,61.72,1064.00,-0.06,37.42,159.26
6.854,,-103.03,62.12,1059.61,-1.04,37.68,158.02
6.914,,-102.42,60.70,1051.72,-1.08,38.65,159.08
6.972,,-102.96,60.98,1053.96,-0.60,38.50,158.55
7.028,,-104.07,63.43,1065.23,-0.09,36.78,159.51
7.084,,-103.56,63.05,1053.29,-0.17,37.44,159.89
7.142,,-105.04,64.99,1053.37,-0.16,35.68,159.79
7.195,,-104.60,66.83,1039.01,0.03,37.57,161.09
7.251,,-107.44,69.60,1049.41,1.46,35.20,162.75
7.305,,-113.21,69.55,1038.36,0.37,37.11,162.67
7.360,,-120.61,69.30,1031.53,-1.05,37.52,161.57
7.416,,-125.87,69.24,1027.53,-1.55,37.42,162.04
7.472,,-133.42,69.86,1024.25,-2.03,37.12,162.51
7.529,,-143.98,72.71,1025.72,-4.51,37.81,159.98
7.590,,-145.97,73.55,1012.84,-3.38,39.37,162.19
7.648,,-151.75,74.26,1019.94,-3.68,37.71,162.28
7.706,,-159.49,75.35,1014.50,-5.34,39.34,161.73
7.762,,-160.93,76.04,1002.68,-4.36,38.39,162.43
7.821,,-161.48,79.22,1009.89,-3.99,38.06,162.73
7.877,,-161.53,82.40,999.23,-4.19,38.01,163.07
7.932,,-164.47,85.87,997.92,-2.90,37.05,165.54
7.987,,-164.63,87.68,992.16,-2.76,38.73,165.70
8.045,,-164.45,88.41,990.11,-2.78,38.37,165.13
8.102,,-162.83,91.91,988.50,-2.91,38.05,164.38
8.158,,-161.67,94.49,980.31,-2.32,38.95,165.94
8.214,,-163.80,97.60,980.94,-2.29,37.38,166.10
8.269,,-162.24,99.85,970.42,-2.48,37.47,166.44
8.324,,-163.23,103.82,975.25,-2.21,37.69,166.30
8.380,,-162.63,105.02,975.26,-2.27,37.72,166.21
8.435,,-162.65,107.43,975.22,-2.39,37.71,166.05
8.492,,-161.40,108.86,963.86,-2.63,38.28,165.97
8.546,,-164.81,113.31,972.26,-2.21,37.27,167.65
8.601,,-165.06,114.59,966.45,-2.78,37.47,166.98
8.657,,-167.81,115.72,965.64,-3.02,38.72,166.50
8.712,,583.14,472.98,2345.83,-5.33,34.15,-115.73
8.712,,-172.42,114.49,971.38,-3.55,39.99,166.08
8.770,,-176.74,114.65,982.82,-4.18,38.78,165.41
8.826,,-181.13,110.44,980.14,-5.32,41.25,163.71
8.883,,-185.02,111.89,992.85,-4.26,40.68,164.80
8.941,,-190.76,111.97,1008.51,-7.59,41.28,161.65
8.997,,-188.82,111.30,1008.37,-6.66,41.48,161.92
9.052,,-187.35,110.67,1005.57,-6.84,42.56,161.06
9.110,,-187.16,110.39,1013.15,-6.43,43.26,161.63
9.166,,-185.09,110.64,1029.14,-6.68,42.38,160.44
9.223,,-181.23,109.58,1025.55,-6.52,41.80,159.54
9.279,,-178.84,109.76,1027.53,-6.62,42.32,159.97
9.334,,-172.18,111.02,1025.09,-5.90,43.29,159.64
9.389,,-171.03,112.65,1040.48,-6.70,42.28,159.57
9.446,,-166.06,112.81,1024.72,-5.88,42.72,159.42
9.504,,-164.14,117.40,1030.47,-4.75,43.68,159.99
9.560,,-163.98,118.90,1032.46,-4.89,44.06,160.35
9.617,,-163.70,119.76,1031.62,-5.04,44.52,159.83
9.678,,-166.16,122.50,1039.89,-4.47,43.71,160.69
9.740,,-171.45,124.36,1048.32,-4.89,43.13,160.91
9.798,,-172.31,123.13,1037.74,-6.36,45.11,160.72
9.847,,-175.88,123.69,1043.58,-6.78,44.69,160.09
9.902,,-175.76,123.18,1035.11,-6.35,45.00,159.87
9.959,,-184.64,125.06,1054.46,-7.62,43.80,158.84
10.016,,-190.48,121.98,1044.06,-7.84,45.13,159.61
10.070,,-195.67,122.66,1058.06,-8.90,45.26,159.22
10.128,,-193.20,121.57,1047.37,-8.36,45.31,158.58
10.186,,-187.02,121.86,1044.84,-7.33,45.37,158.37
10.243,,-190.74,121.11,1049.19,-8.45,45.83,159.00
10.297,,-195.66,119.75,1051.03,-9.81,47.12,158.69
10.352,,-196.39,118.85,1048.82,-8.60,46.84,158.72
10.409,,-203.60,120.69,1061.58,-9.88,47.34,157.76
10.465,,-205.46,121.15,1062.56,-10.12,48.06,157.67
10.521,,-210.58,123.09,1069.03,-10.77,48.03,157.36
10.578,,-214.55,124.38,1071.20,-10.90,48.19,157.73
10.632,,-214.70,124.67,1063.54,-11.83,49.09,156.98
10.692,,-214.92,125.18,1057.96,-11.37,49.25,157.59
10.747,,-219.05,128.01,1059.28,-11.60,49.42,157.82
10.804,,-225.61,131.61,1072.14,-12.54,48.23,156.93
10.860,,-222.04,130.85,1047.19,-12.02,49.85,158.04
10.916,,-225.55,134.26,1061.27,-11.57,48.18,158.50
10.971,,-227.11,136.59,1063.80,-11.96,48.86,159.08
11.027,,-228.70,139.75,1056.17,-11.51,48.57,159.14
11.085,,-228.25,139.26,1044.89,-11.92,49.59,159.83
11.142,,-232.36,142.82,1052.94,-12.53,49.13,159.91
11.199,,-233.05,144.69,1052.17,-12.79,49.50,159.27
11.254,,-235.30,146.94,1060.02,-12.09,48.94,160.31
11.309,,-235.19,146.54,1053.49,-12.70,48.93,159.70
11.365,,-234.44,146.58,1047.86,-12.39,49.57,160.59
11.421,,-235.33,148.15,1047.29,-12.49,49.52,160.50
11.478,,-236.34,150.32,1048.73,-12.90,50.23,160.99
11.534,,-236.81,151.39,1049.31,-12.94,50.18,160.93
11.591,,-238.17,152.32,1054.58,-13.31,49.53,160.00
11.647,,-236.78,152.22,1042.48,-13.82,50.56,160.51
11.704,,-242.50,155.65,1062.48,-14.06,49.48,160.44
11.762,,-243.85,156.99,1062.45,-14.12,49.40,160.38
11.828,,-242.52,156.51,1055.88,-13.80,50.06,160.42
11.887,,-244.03,158.18,1055.85,-14.06,50.38,160.63
11.946,,-241.69,158.29,1043.46,-14.45,51.03,160.76
12.002,,-244.81,160.83,1050.35,-13.72,50.46,161.03
12.058,,-243.42,161.04,1044.31,-13.29,50.69,161.54
12.116,,-246.73,164.00,1057.05,-15.47,49.92,159.90
12.172,,-249.43,166.79,1057.71,-14.64,50.39,161.27
12.227,,-246.58,164.99,1044.20,-15.14,51.48,160.94
12.283,,-247.85,166.54,1050.95,-14.19,50.65,161.79
12.340,,-247.60,166.81,1050.58,-15.52,50.85,160.82
12.397,,-247.59,167.20,1058.41,-14.70,50.45,161.19
12.455,,-244.99,167.19,1056.54,-14.24,49.41,160.25
12.510,,-242.64,167.39,1050.62,-14.18,50.49,160.49
12.570,,-242.41,168.40,1056.11,-14.20,49.12,159.79
12.627,,-242.24,170.35,1068.61,-14.52,47.08,158.98
12.693,,-240.16,169.61,1068.36,-13.84,45.52,159.39
12.752,,-239.24,170.01,1068.80,-16.00,47.80,158.37
12.808,,-237.61,171.04,1071.28,-14.81,47.63,160.02
12.867,,-233.64,173.39,1077.02,-15.28,47.18,158.88
12.925,,-228.18,174.49,1076.01,-14.58,48.09,158.46
12.985,,-225.92,176.47,1085.44,-13.88,47.68,159.50
13.042,,-218.22,175.55,1084.60,-12.55,47.43,159.95
13.101,,-210.55,174.02,1076.74,-11.85,47.20,159.75
13.159,,-208.41,174.00,1089.60,-11.84,47.50,159.26
13.217,,-205.35,173.97,1089.72,-11.90,47.63,159.19
13.275,,-200.97,174.49,1096.66,-10.85,46.47,159.54
13.335,,-198.11,173.15,1089.41,-10.55,47.29,159.64
13.396,,-197.97,171.84,1082.13,-10.20,47.97,159.79
13.453,,-200.41,171.40,1083.44,-11.37,48.11,159.86
13.508,,-205.27,172.56,1089.38,-10.70,47.83,159.66
13.563,,-213.21,176.25,1111.21,-12.09,46.71,158.68
13.620,,-214.20,174.32,1096.57,-12.53,47.85,158.58
13.678,,-225.01,175.04,1097.99,-13.99,48.38,158.55
13.735,,-227.06,175.52,1091.15,-12.74,49.55,159.33
13.791,,-229.79,176.22,1090.99,-13.86,49.23,158.95
13.846,,-231.84,176.78,1090.08,-13.69,48.72,158.62
13.907,,-234.72,178.32,1093.01,-14.23,49.76,159.56
13.971,,-235.62,178.58,1092.38,-14.25,49.73,159.56
14.025,,-235.57,178.02,1085.75,-13.38,49.11,160.42
14.082,,-241.22,179.73,1092.71,-13.83,48.62,159.86
14.138,,-240.19,177.47,1078.76,-14.28,49.73,160.50
14.193,,-246.08,179.36,1092.10,-15.03,48.60,159.07
14.249,,-248.57,179.79,1092.39,-14.62,47.66,160.22
14.304,,-247.85,177.83,1085.52,-14.61,49.17,160.09
14.362,,-249.18,178.64,1093.65,-14.89,48.44,160.07
14.419,,-246.80,177.12,1085.45,-14.23,48.40,160.36
14.474,,-247.59,176.20,1086.00,-14.15,48.35,160.44
14.529,,-247.30,176.23,1086.19,-12.71,47.75,161.90
14.584,,-244.11,173.51,1071.46,-12.98,48.57,161.35
14.638,,-244.45,173.51,1071.45,-12.99,48.54,161.35
14.694,,-245.95,174.08,1078.08,-12.33,48.47,161.16
14.748,,-243.71,173.57,1071.92,-12.82,48.17,161.88
14.803,,-246.00,173.78,1078.30,-13.08,47.43,161.03
14.860,,-244.96,172.98,1072.23,-12.60,47.69,162.48
14.916,,-244.08,173.48,1071.31,-12.33,46.91,161.77
14.971,,-247.95,176.21,1086.01,-12.05,46.02,162.32
15.025,,-244.66,172.97,1064.91,-11.85,47.08,162.36
15.080,,-247.40,174.93,1071.66,-12.20,46.31,162.28
15.135,,-246.81,173.98,1064.72,-12.04,47.40,162.67
15.189,,-247.53,173.80,1065.65,-11.85,46.92,163.23
15.245,,-247.06,174.69,1064.99,-11.30,45.28,163.55
15.300,,-246.79,172.66,1052.33,-11.69,46.37,164.22
15.357,,-248.43,172.67,1052.24,-11.67,46.29,164.25
15.411,,-250.58,174.85,1058.45,-11.13,46.16,163.95
15.468,,-249.45,174.00,1052.23,-11.72,46.23,164.18
15.524,,-248.34,172.29,1044.81,-11.24,46.51,163.93
15.579,,-249.86,173.29,1051.88,-11.24,44.97,164.09
15.634,,-248.67,171.32,1044.82,-11.91,45.51,163.88
15.690,,-250.38,172.01,1052.05,-11.02,44.53,164.71
15.745,,-245.43,169.82,1038.84,-10.30,45.63,165.26
15.800,,-244.00,169.71,1038.31,-10.05,44.88,164.56
15.857,,-245.35,170.28,1044.82,-10.60,45.03,164.38
15.913,,-243.50,169.91,1044.68,-11.47,44.53,163.73
15.970,,-236.29,168.19,1037.70,-9.56,43.59,163.95
16.037,,-235.10,168.58,1038.18,-8.60,43.78,165.08
16.095,,-236.73,169.60,1045.40,-10.00,43.31,165.12
16.152,,-235.24,168.69,1038.81,-10.57,43.45,164.51
16.207,,-234.56,168.94,1031.40,-8.00,43.18,165.69
16.262,,-236.11,169.66,1031.71,-8.14,43.51,166.04
16.319,,-238.50,171.29,1038.53,-9.68,43.45,165.55
16.348,,-236.55,170.71,1032.13,-9.16,43.34,165.70
16.404,,-236.80,172.30,1038.95,-9.60,43.08,165.12
16.458,,-235.81,170.31,1031.77,-8.42,44.37,165.85
16.514,,-235.78,170.10,1032.40,-9.26,43.80,166.09
16.569,,-236.39,170.51,1037.96,-9.42,42.72,164.83
16.626,,-237.97,171.93,1045.61,-7.99,43.07,166.07
16.681,,-238.00,171.28,1038.53,-8.83,44.03,165.31
16.737,,-239.05,171.98,1038.75,-9.83,43.84,165.88
16.792,,-235.97,169.88,1026.06,-10.11,44.68,165.29
16.842,,-238.98,172.37,1039.17,-9.99,44.24,165.33
16.899,,-238.97,171.72,1039.15,-9.95,44.24,165.37
16.951,,-237.74,170.56,1038.17,-8.93,44.48,164.84
17.004,,-236.68,169.96,1038.55,-8.77,44.11,165.38
17.056,,-237.90,170.16,1044.73,-10.30,44.12,164.06
17.108,,-237.46,167.71,1038.56,-10.03,45.21,164.57
17.159,,-240.24,168.70,1050.82,-10.87,44.66,163.50
17.213,,-235.11,167.21,1044.97,-10.32,44.68,163.68
17.265,,-233.09,167.92,1050.74,-9.52,43.88,163.51
17.317,,-224.40,165.82,1038.12,-8.73,44.75,164.56
17.371,,-222.83,167.13,1050.82,-7.33,43.79,165.01
17.422,,-211.63,165.25,1042.94,-6.56,42.86,164.81
17.477,,-202.72,162.46,1035.17,-6.82,42.15,163.87
17.531,,-196.42,161.91,1036.30,-5.45,40.71,165.17
17.584,,-187.35,160.90,1034.76,-5.31,40.32,164.23
17.637,,-183.16,161.45,1029.27,-3.67,38.96,166.02
17.690,,-181.83,159.17,1021.87,-4.40,40.23,165.42
17.743,,-179.59,158.52,1021.95,-4.40,40.34,165.42
17.795,,-172.37,159.34,1021.74,-4.20,39.31,164.89
17.849,,-166.47,160.54,1021.69,-2.20,38.31,166.73
17.903,,-160.68,160.11,1009.29,-2.48,39.13,166.60
17.955,,-159.66,160.66,1015.87,-2.57,37.45,166.53
18.008,,-155.95,160.05,1009.27,-2.01,36.47,166.61
18.059,,-153.61,159.09,1004.28,-2.53,36.82,167.00
18.115,,-151.69,160.47,1010.26,-1.87,35.67,167.58
18.175,,-147.98,159.02,1004.33,-2.22,35.12,166.98
18.227,,-147.30,159.14,1005.07,-2.30,35.63,167.50
18.280,,-140.22,158.62,992.46,-1.57,35.66,167.56
18.332,,-133.80,158.76,991.87,-0.36,33.50,168.25
18.384,,-133.03,158.42,996.67,-0.58,32.74,167.11
18.437,,-131.23,157.09,991.29,-0.33,33.72,168.32
18.492,,-130.35,156.53,991.72,-0.97,32.61,167.06
18.549,,-130.25,156.78,993.27,-0.95,32.53,168.16
18.605,,-125.89,155.58,991.89,-0.70,31.25,167.61
18.659,,-120.19,154.90,986.90,-0.95,30.18,167.49
18.713,,-115.17,153.36,975.45,-1.39,32.35,167.46
18.768,,-111.18,153.15,969.55,-0.96,31.92,168.03
18.823,,-106.80,154.71,974.97,-0.06,28.92,167.97
18.877,,-104.66,154.08,974.94,0.12,27.84,167.94
18.933,,-102.38,151.27,964.81,-1.00,29.95,167.95
18.989,,-99.77,149.90,968.78,-0.31,28.66,167.45
19.045,,-97.09,148.54,963.05,-0.62,28.05,166.76
19.100,,-96.12,147.47,963.92,-0.46,27.43,167.44
19.155,,-94.40,146.73,963.15,-0.60,28.20,166.78
19.210,,-91.98,146.09,963.00,-0.39,27.14,166.77
19.266,,-91.38,145.49,963.02,-0.37,27.18,166.81
19.320,,-90.52,144.95,963.43,-1.13,27.22,166.69
19.376,,-88.19,143.54,964.19,-1.08,27.26,166.78
19.431,,-84.57,142.88,962.01,-0.26,27.09,166.27
19.486,,-80.11,142.04,967.76,-0.44,26.21,166.07
19.543,,-77.79,139.72,961.21,-0.32,28.22,165.85
19.598,,-78.03,140.69,970.06,0.14,25.45,164.74
19.653,,-76.60,138.53,961.27,-0.29,28.30,165.92
19.708,,-76.17,139.07,971.41,0.28,24.74,165.35
19.763,,-75.40,137.44,965.28,-0.39,26.76,165.02
19.821,,-75.64,137.62,966.45,-0.26,25.99,165.62
19.876,,-76.52,138.29,970.15,0.17,25.52,164.79
19.932,,-76.92,137.48,967.55,-0.42,27.05,165.76
19.990,,-76.91,138.16,971.32,-0.56,25.37,164.67
20.047,,-76.81,137.95,971.94,0.12,26.00,165.57
20.103,,-75.91,137.95,971.96,0.14,26.08,165.66
20.160,,-75.64,138.69,976.25,-0.18,25.71,164.78
20.217,,-75.68,138.37,970.74,-0.01,26.86,165.03
20.278,,-77.30,140.21,976.18,0.66,24.93,165.42
20.342,,-79.22,141.32,975.37,0.33,26.90,164.99
20.396,,-80.77,141.40,975.81,0.17,28.06,165.21
20.452,,-82.85,142.92,988.33,0.49,26.15,165.49
20.507,,-82.35,143.13,987.74,0.40,26.87,164.98
20.563,,-81.07,142.34,981.29,0.56,28.18,165.23
20.618,,-78.83,143.67,987.40,1.06,27.83,165.88
20.673,,-78.73,144.61,996.12,2.10,26.29,164.98
20.728,,-77.92,142.62,987.72,1.47,27.80,163.89
20.784,,-77.93,142.31,989.81,1.46,28.29,164.74
20.839,,-77.32,141.70,989.84,1.48,28.33,164.78
20.895,,-76.79,140.35,989.02,1.25,30.31,164.55
20.895,,1598.04,1260.97,6243.59,177.88,-12.52,-105.54
20.954,,-76.94,140.54,999.14,1.63,28.27,164.17
21.009,,-74.54,140.37,995.92,1.57,28.65,162.90
21.063,,-74.11,141.46,1004.77,2.03,28.57,164.19
21.118,,-73.01,141.90,1011.25,2.72,26.66,164.49
21.174,,-71.67,139.99,1003.27,1.97,29.52,163.83
21.230,,-70.13,138.75,1003.40,1.98,29.58,163.84
21.286,,-70.04,139.04,1008.88,2.45,29.75,163.99
21.345,,-70.20,139.07,1016.03,2.60,29.15,162.45
21.402,,-70.24,138.06,1012.00,2.82,30.76,163.69
21.458,,-70.09,137.44,1009.83,1.96,30.98,162.31
21.515,,-70.77,138.32,1017.45,1.59,30.96,162.17
21.573,,-69.54,139.45,1020.05,2.81,31.43,162.44
21.627,,-70.01,139.45,1022.34,2.01,31.28,162.25
21.683,,-72.42,141.27,1029.65,2.54,30.53,162.73
21.739,,-75.72,141.11,1024.78,1.97,31.39,162.94
21.797,,-77.10,143.30,1032.58,1.55,31.34,162.72
21.854,,-75.48,144.37,1025.48,1.72,32.58,163.00
21.911,,-75.92,146.83,1024.86,2.70,30.63,163.22
21.970,,-79.19,149.72,1023.76,2.10,31.20,164.45
22.024,,-83.89,155.98,1018.65,1.47,27.44,166.01
22.080,,-94.21,165.44,1010.02,0.45,26.17,166.63
22.139,,-103.40,174.33,985.61,-1.32,26.26,170.44
22.197,,-113.00,186.25,973.21,-2.81,27.20,172.50
22.251,,-122.83,199.25,963.06,11.17,-37.82,156.34
22.305,,-137.47,208.97,958.37,-6.26,28.13,173.40
22.363,,-146.58,213.52,947.77,-8.98,27.21,173.85
22.430,,-158.08,221.42,945.64,-9.31,25.99,176.01
22.487,,-188.93,234.12,918.00,-14.23,29.31,176.20
22.544,,-218.41,253.04,889.94,-17.66,28.90,179.60
25.580,,-254.31,25.66,816.38,14.25,-48.61,148.34
25.634,,-233.17,14.76,852.77,5.83,6.83,-165.72
25.689,,-196.73,1.14,855.64,2.55,-13.88,-167.03
25.742,,-184.34,-3.36,874.18,4.87,-15.60,-168.98
25.797,,-167.70,-3.35,898.29,5.55,-8.56,-174.17
25.852,,-144.31,-2.66,922.92,5.82,-15.74,-171.53
25.907,,-118.52,-2.50,930.91,9.66,-2.14,162.95
25.961,,-112.38,-2.27,948.77,9.36,-11.23,-171.54
26.016,,-100.89,-2.41,941.59,8.32,-13.78,-170.36
26.069,,-86.17,1.08,956.62,7.32,1.44,-175.72
26.069,,453.18,716.95,2771.17,5.80,5.35,-128.95
26.122,,-64.12,13.26,950.05,9.55,-12.22,163.70
26.175,,-45.93,27.94,972.88,9.40,-8.54,168.29
26.228,,-24.31,50.97,993.57,10.05,-11.32,175.34
26.282,,-15.90,63.49,1008.50,9.44,-0.45,-175.24
26.337,,-11.93,69.98,1011.08,9.27,-2.11,-175.14
26.390,,-4.59,76.31,1021.66,10.09,-1.67,-175.51
26.443,,-3.64,86.40,1038.73,8.23,6.30,177.99
26.499,,-0.92,92.41,1039.88,8.14,2.27,-179.26
26.557,,1.86,104.59,1048.63,8.77,-7.11,178.90
26.621,,1.98,117.50,1060.75,9.26,-3.43,177.34
26.679,,-3.25,122.69,1062.73,9.08,-1.87,-177.63
26.734,,-12.47,119.90,1058.28,7.49,2.03,164.14
26.790,,-18.83,119.96,1068.65,6.82,4.89,165.29
26.844,,-30.38,122.17,1077.55,5.68,4.75,165.43
26.900,,-38.92,123.01,1080.03,4.37,6.22,168.07
26.954,,-45.99,124.15,1085.41,5.88,-6.71,-177.82
27.010,,-58.36,124.47,1077.78,4.37,5.66,162.53
27.064,,-67.36,127.75,1092.37,4.34,2.49,164.59
27.116,,-72.93,127.93,1088.27,4.83,-1.53,159.16
27.170,,-81.67,130.32,1107.93,4.97,-12.17,178.78
27.224,,-92.22,133.52,1114.04,3.01,1.08,161.22
27.280,,-94.96,134.89,1113.83,3.02,0.93,161.13
27.335,,-99.55,138.36,1121.76,4.05,-10.21,-175.75
27.335,,452.82,715.96,2769.01,6.62,6.09,-129.90
27.392,,-101.75,140.33,1126.46,3.58,-6.63,-176.82
27.446,,-101.73,143.92,1134.67,5.28,-16.03,176.32
27.500,,-101.30,145.47,1147.74,2.75,3.49,167.38
27.556,,-100.70,146.85,1157.78,4.52,-3.27,-179.58
27.610,,-93.21,147.30,1154.80,5.68,-14.53,178.07
27.665,,-88.32,150.02,1162.20,4.82,-8.48,-178.10
