Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
51.911,,287.35,56.39,1119.72,4.68,-7.49,173.05
51.966,,289.08,55.55,1125.25,2.79,33.79,-175.38
52.029,,290.98,54.38,1127.96,4.55,-5.38,169.57
52.090,,291.77,53.06,1129.10,4.50,-4.04,170.15
52.147,,290.46,51.11,1125.45,3.89,35.91,-174.99
52.204,,290.12,49.15,1122.06,4.98,-6.10,170.76
52.258,,289.17,47.14,1120.59,4.98,36.36,-172.29
52.313,,293.04,47.10,1130.80,4.91,-4.96,168.43
52.369,,291.59,45.51,1121.27,5.34,-6.05,167.77
52.424,,293.94,45.05,1126.38,5.33,-5.34,169.59
52.479,,294.50,42.69,1127.29,4.53,-5.42,169.64
52.532,,293.79,42.26,1125.17,5.35,-6.60,169.16
52.585,,292.66,41.60,1120.85,4.97,-7.30,170.39
52.639,,293.73,42.85,1128.39,4.69,36.73,-172.16
52.695,,289.85,44.92,1114.48,5.46,-8.88,170.68
52.743,,290.28,47.40,1116.75,4.63,-7.84,171.40
52.796,,289.61,48.70,1115.50,4.53,-5.97,170.91
52.849,,288.31,50.35,1110.35,5.06,-8.57,172.43
52.904,,288.56,54.36,1113.26,5.43,-7.07,170.00
52.958,,288.37,59.58,1115.71,4.60,-5.92,170.67
53.019,,288.91,62.51,1119.06,4.60,-5.44,172.63
53.072,,287.91,64.02,1115.82,5.35,-4.56,171.21
53.127,,288.89,65.08,1119.62,5.73,-3.94,169.85
53.183,,287.20,67.36,1114.89,5.42,-5.81,170.50
53.232,,286.53,68.08,1112.20,5.20,-8.31,173.87
53.285,,285.90,69.12,1111.94,3.16,36.57,-177.85
53.341,,288.55,69.03,1119.44,5.46,-6.24,173.78
53.394,,284.99,68.18,1105.56,4.80,-8.19,173.78
53.450,,286.57,69.31,1110.47,5.03,-5.47,172.40
53.509,,288.41,70.18,1116.29,5.33,-4.50,171.36
53.562,,289.73,70.99,1118.04,5.43,-5.33,172.48
53.611,,289.84,70.94,1117.23,5.27,-3.15,172.09
53.662,,287.07,70.49,1104.46,5.60,-8.09,173.73
53.716,,289.39,72.07,1110.76,5.95,-7.12,172.63
53.766,,293.14,73.11,1118.73,5.38,-4.04,173.27
53.816,,292.42,74.12,1110.74,5.01,-5.37,172.62
53.867,,294.95,74.77,1117.77,5.41,-4.30,173.29
53.918,,296.31,74.78,1117.77,5.41,-4.28,173.30
53.973,,295.94,74.80,1109.47,3.89,36.62,-176.91
54.028,,297.76,75.37,1113.07,3.01,35.28,179.78
54.085,,299.97,75.84,1118.04,5.46,-5.17,172.50
54.145,,298.36,75.82,1110.08,5.95,-7.17,172.86
54.202,,300.78,75.80,1117.34,5.30,-3.02,172.16
54.255,,299.63,74.25,1111.74,5.11,-6.16,173.69
54.309,,298.81,74.90,1110.76,3.91,37.65,-177.92
54.363,,299.53,74.85,1110.69,5.97,-6.96,172.67
54.420,,299.53,74.17,1110.69,5.97,-6.96,172.68
54.474,,299.67,74.21,1111.20,5.16,-7.23,172.91
54.526,,299.52,73.49,1110.69,5.96,-6.96,172.70
54.578,,300.92,73.51,1117.95,3.54,35.83,-177.77
54.629,,300.69,73.00,1116.41,5.35,-4.34,171.47
54.685,,298.94,71.53,1111.76,5.09,-6.18,173.74
54.737,,300.61,71.06,1118.02,5.43,-5.19,172.59
54.790,,300.61,71.06,1118.02,5.43,-5.19,172.59
54.844,,296.67,69.54,1104.56,4.73,-7.15,172.91
54.898,,298.94,70.17,1111.78,5.08,-6.18,173.76
54.953,,299.75,71.36,1117.28,6.36,-7.11,172.82
55.002,,302.28,71.94,1126.82,6.17,-3.85,170.03
55.057,,299.01,70.66,1117.14,5.44,-5.45,172.60
55.107,,298.83,70.35,1117.75,5.47,-5.22,172.35
55.159,,296.52,70.19,1111.80,4.06,38.28,-178.60
55.209,,300.15,70.69,1125.90,5.05,-5.41,172.68
55.261,,297.64,72.22,1120.22,4.75,-6.18,173.57
55.313,,297.35,73.60,1120.41,4.71,-6.17,173.77
55.369,,296.65,73.90,1119.71,5.44,-4.99,174.61
55.423,,297.49,75.75,1124.76,5.86,-5.35,172.57
55.477,,297.91,75.57,1127.00,5.17,-6.31,173.61
55.532,,295.79,75.24,1119.56,5.66,-8.08,173.84
55.588,,297.10,77.38,1127.88,2.97,36.12,-179.43
55.646,,296.37,76.84,1125.69,5.13,-5.43,172.30
55.702,,295.67,78.15,1124.91,5.20,-6.60,171.53
55.759,,294.74,78.01,1120.02,4.85,-7.35,174.63
55.813,,296.57,80.38,1126.97,5.20,-6.31,173.51
55.867,,298.42,78.68,1134.73,5.59,-6.21,173.63
55.920,,298.89,78.37,1135.28,4.68,-4.11,173.18
55.975,,298.23,76.50,1133.43,5.52,-5.31,172.39
56.030,,298.98,78.45,1136.27,4.73,-5.12,174.52
56.085,,298.23,77.19,1133.44,5.53,-5.31,172.38
56.138,,298.98,76.37,1136.31,4.72,-5.13,174.55
56.194,,298.36,76.33,1135.88,4.78,-6.28,173.68
56.256,,296.81,75.33,1128.64,4.47,-7.32,174.58
56.314,,296.81,73.96,1128.67,4.46,-7.32,174.60
56.368,,301.15,75.25,1143.29,4.28,-4.32,173.36
56.422,,299.34,74.93,1135.68,4.82,-6.28,173.48
56.476,,299.38,74.25,1135.88,3.99,-6.57,173.75
56.528,,301.62,74.59,1143.72,4.43,-6.46,173.61
56.580,,299.35,74.19,1135.06,4.87,-7.39,172.72
56.632,,299.47,74.97,1136.13,4.92,-8.25,173.84
56.690,,302.67,74.83,1150.37,4.78,-5.45,172.39
56.742,,302.66,74.13,1150.37,4.77,-5.45,172.41
56.796,,300.92,73.89,1143.73,4.42,-6.47,173.62
56.851,,299.92,73.41,1141.87,5.32,-7.53,172.61
56.899,,299.98,74.60,1144.03,4.57,-8.45,173.75
56.951,,302.78,75.92,1158.17,3.29,35.18,-177.63
57.003,,300.99,75.05,1148.60,4.86,-6.89,171.64
57.058,,301.08,74.86,1150.94,4.93,-7.51,172.66
57.111,,301.21,75.65,1152.07,4.98,-8.38,173.80
57.166,,300.78,76.33,1151.80,4.84,-6.38,173.64
57.220,,297.73,77.12,1144.86,2.03,37.88,-179.95
57.274,,303.36,77.49,1164.43,4.80,-4.69,170.87
57.328,,301.86,77.13,1160.71,2.21,35.96,-179.55
57.382,,299.46,75.85,1150.07,4.95,-7.74,172.64
57.437,,298.99,75.55,1150.95,4.93,-7.54,172.62
57.491,,303.07,76.28,1167.49,4.78,-4.28,173.11
57.540,,298.29,75.55,1150.95,4.93,-7.56,172.62
57.592,,300.44,75.70,1160.73,2.27,35.84,-179.42
57.644,,301.32,75.96,1167.50,2.84,33.74,-178.95
57.700,,299.82,75.29,1160.39,4.42,-5.45,174.40
57.751,,301.65,76.27,1167.50,4.78,-4.29,173.10
57.805,,299.96,75.54,1158.80,5.29,-6.55,173.52
57.862,,299.98,76.20,1158.17,5.36,-7.67,172.69
57.916,,298.06,75.84,1150.08,4.95,-7.77,172.63
57.969,,298.41,75.63,1152.09,4.98,-8.43,173.78
58.025,,298.33,76.36,1152.45,4.93,-7.37,174.61
58.081,,297.63,76.36,1152.46,4.93,-7.38,174.61
58.140,,299.26,76.95,1158.79,5.30,-6.55,173.49
58.195,,299.18,75.95,1159.89,4.48,-6.62,173.51
58.251,,300.85,75.97,1168.52,3.96,-4.36,173.10
58.307,,298.32,75.69,1160.73,2.27,35.68,-179.41
58.337,,294.98,74.97,1144.88,3.77,-8.60,173.73
58.399,,296.99,75.61,1152.01,4.23,-8.72,173.61
58.455,,298.88,76.67,1160.09,4.44,-6.62,173.72
58.510,,300.21,76.20,1166.67,4.84,-5.60,172.27
58.564,,297.62,75.68,1160.74,2.27,35.62,-179.41
58.619,,297.62,75.68,1160.74,2.27,35.62,-179.41
58.672,,297.77,75.94,1159.90,4.48,-6.64,173.50
58.725,,295.37,75.23,1151.88,4.12,-7.67,172.61
58.779,,299.39,75.90,1167.63,4.02,-5.68,172.27
58.833,,300.34,76.25,1174.76,2.49,32.42,-177.41
58.887,,297.37,76.18,1166.67,4.84,-5.64,172.24
58.941,,289.15,75.63,1160.76,2.29,34.96,-179.38
58.995,,281.23,74.87,1152.79,5.08,-9.63,174.60
59.075,,270.03,76.21,1152.87,5.10,-9.84,174.50
59.166,,225.17,88.59,1152.10,4.20,-7.89,177.26
59.272,,183.41,94.24,1133.27,2.77,-10.58,-179.61
59.339,,175.27,96.01,1134.15,2.78,-10.55,-179.65
59.395,,138.60,101.09,1120.66,2.53,-12.49,-177.62
59.449,,130.03,104.43,1131.10,2.04,-7.05,-176.01
59.503,,107.46,108.86,1123.62,2.06,-7.28,-173.99
59.557,,95.31,111.62,1115.37,1.72,-7.94,-174.26
59.614,,82.81,114.84,1113.59,1.94,-10.21,-174.03
59.669,,56.25,118.08,1112.16,2.46,-8.18,-174.54
59.723,,42.73,120.14,1117.34,2.84,-8.66,-178.01
59.776,,35.62,120.91,1120.98,2.10,-1.88,-174.65
59.829,,23.92,120.99,1120.43,1.32,5.18,162.37
59.885,,8.10,121.95,1117.76,2.62,-6.80,-178.20
59.940,,-3.84,123.30,1115.99,2.28,-7.98,179.02
59.996,,-8.19,124.37,1118.91,2.43,-2.20,-176.79
60.052,,-12.22,124.77,1114.80,2.40,-5.80,-178.16
60.106,,-19.19,126.28,1114.49,3.12,-8.56,178.95
60.161,,-28.00,129.01,1113.78,1.23,4.07,165.03
60.216,,-32.19,129.30,1109.67,1.61,8.12,172.03
60.271,,-33.76,130.04,1107.84,3.00,-1.21,-178.72
60.326,,-41.72,132.68,1103.88,3.74,-7.70,-178.97
60.382,,-45.95,134.27,1106.85,2.92,-3.65,-176.50
60.440,,-52.74,136.76,1106.10,3.07,-2.22,-178.85
60.509,,-53.38,137.25,1105.71,2.98,-4.96,-176.55
60.567,,-57.69,138.57,1099.67,2.72,-3.11,-175.26
60.624,,-65.10,142.88,1098.76,2.77,-3.78,-179.84
60.680,,-68.79,144.81,1097.83,3.44,-2.17,179.92
60.735,,-71.61,147.84,1102.83,4.19,-7.80,176.21
60.790,,-73.86,147.47,1085.68,3.77,-7.99,-178.51
60.845,,-77.81,149.25,1088.74,3.13,-3.47,-179.31
60.901,,-79.49,149.89,1087.39,3.89,-11.48,177.33
60.958,,-83.87,150.35,1088.75,3.19,-3.99,-175.44
61.014,,-86.64,152.01,1095.91,2.92,-2.02,-177.38
61.072,,-87.99,152.68,1095.79,2.92,-2.08,-177.40
61.128,,-89.85,151.74,1081.41,2.97,-2.34,-174.13
61.184,,-92.53,154.67,1099.10,3.05,0.31,178.88
61.241,,-93.21,153.26,1087.59,3.19,-4.09,-179.39
61.299,,-93.81,152.98,1080.67,2.91,-2.42,-177.53
61.355,,-94.72,153.23,1079.72,3.01,-3.07,-173.61
61.411,,-92.62,150.91,1072.73,2.82,-1.90,-172.22
61.467,,-90.35,150.75,1085.54,3.16,-1.49,179.07
61.525,,-85.49,149.68,1076.91,3.45,-0.34,179.65
61.581,,-83.92,151.34,1084.46,3.48,-0.10,175.03
61.636,,-77.51,150.35,1071.55,3.17,4.14,177.89
61.693,,-74.74,150.88,1072.75,3.95,-1.10,-177.31
61.748,,-70.21,151.58,1076.36,3.39,2.86,172.47
61.805,,-67.30,150.79,1067.71,4.20,-2.94,-176.27
61.860,,-64.26,151.57,1076.60,3.36,3.23,172.40
61.916,,-61.99,150.55,1071.47,3.85,5.07,177.72
61.971,,-60.41,151.18,1070.35,4.06,1.31,174.57
62.025,,-59.24,153.33,1073.41,4.56,-2.64,-179.87
62.080,,-58.76,153.34,1067.78,4.23,-3.59,179.33
62.135,,-58.76,154.65,1067.69,4.24,-3.59,179.28
62.191,,-59.34,154.37,1061.45,3.03,6.05,176.14
62.245,,-59.27,154.63,1064.16,3.31,0.77,179.13
62.300,,-58.74,153.67,1057.39,3.12,1.65,-178.75
62.355,,-58.07,153.26,1056.88,3.05,2.63,-178.86
62.408,,-55.23,153.12,1049.12,2.97,2.57,-176.19
62.463,,-54.92,153.95,1049.38,3.43,2.29,-178.49
62.519,,-55.18,156.40,1057.40,3.52,1.90,178.04
62.577,,-54.94,157.17,1049.22,3.42,2.27,-178.63
62.637,,-55.07,157.44,1042.22,3.27,2.85,-176.84
62.693,,-55.09,158.75,1042.74,4.20,1.84,177.77
62.747,,-54.82,158.35,1036.98,4.10,4.52,177.58
62.800,,-54.41,157.61,1029.74,3.73,1.68,-179.28
62.854,,-54.85,158.87,1034.83,4.10,2.22,-178.89
62.904,,-53.99,157.18,1024.61,3.74,1.37,-174.59
62.962,,-53.42,157.20,1025.93,3.51,0.74,-176.49
63.013,,-52.90,156.31,1024.48,3.64,4.84,-179.84
63.065,,-53.36,156.52,1027.73,4.71,2.25,-176.97
63.121,,-55.49,156.15,1023.29,4.02,2.11,-179.87
63.175,,-59.39,156.35,1018.63,4.76,-5.40,158.49
63.228,,-62.03,156.65,1020.18,3.59,-2.63,163.00
63.282,,-63.91,156.50,1020.01,2.96,-3.20,179.79
63.339,,-65.76,153.09,1011.63,3.02,1.15,-174.52
63.393,,-67.10,149.86,1006.55,3.27,-0.60,-173.25
63.449,,-68.45,149.18,1019.45,2.65,3.45,-179.78
63.504,,-69.02,144.56,1010.11,2.67,1.23,-178.29
63.558,,-69.55,143.21,1017.70,1.86,4.22,174.70
63.612,,-70.47,142.73,1022.34,3.23,2.42,172.48
63.666,,-70.85,141.89,1009.81,3.63,1.48,-176.73
63.721,,-71.93,142.23,1012.21,3.37,-0.90,-177.14
63.775,,-71.77,140.80,1003.03,3.26,1.70,-176.41
63.830,,-71.69,139.17,1000.22,3.53,-0.34,-175.86
63.885,,-71.55,139.51,1010.39,2.60,6.72,172.35
63.939,,-70.53,141.16,1011.72,3.42,3.39,178.33
63.994,,-69.69,141.38,1010.41,2.58,6.83,172.24
64.050,,-66.74,142.55,1010.72,3.29,4.75,178.05
64.105,,-66.08,142.78,1009.37,3.05,8.95,174.16
64.159,,-64.72,143.44,1003.60,3.64,1.98,-178.95
64.213,,-64.60,144.98,1008.96,4.07,1.57,-178.45
64.269,,-64.60,145.60,1008.93,4.07,1.57,-178.48
64.324,,-62.63,143.33,997.46,3.32,1.52,-178.46
64.379,,-60.62,142.81,1002.19,3.40,3.90,173.38
64.434,,-58.38,142.68,1009.18,3.82,3.21,172.16
64.490,,-56.75,142.27,1005.59,5.07,-0.51,-177.84
64.545,,-53.97,143.01,1004.03,3.63,7.41,172.61
64.602,,-53.21,143.00,1004.10,5.54,-5.98,170.04
64.662,,-52.71,142.71,1004.75,4.06,1.80,178.13
64.719,,-52.22,141.87,998.41,4.87,0.75,-175.53
64.813,,-51.85,142.04,1009.11,4.01,3.07,175.23
64.866,,-51.74,141.56,1005.47,4.98,-4.53,178.00
64.922,,-51.65,141.68,1004.07,5.18,-6.83,178.12
64.980,,-51.50,141.10,1001.36,3.77,6.83,175.53
65.035,,-50.80,141.76,1001.17,4.69,-0.77,-178.35
65.091,,-50.86,142.85,1005.03,3.87,0.82,174.70
65.145,,-51.12,143.02,1004.00,4.55,1.05,174.59
65.201,,-51.28,141.88,1000.47,4.72,4.81,173.13
65.258,,-52.18,139.63,996.57,3.93,8.08,173.14
65.312,,-52.57,139.97,999.66,4.46,0.71,177.27
65.363,,-52.89,140.08,1000.08,5.40,-0.85,-178.31
65.416,,-53.20,141.15,1004.15,5.54,-6.04,170.14
65.472,,-54.81,142.26,1003.66,4.77,1.77,178.10
65.527,,-55.56,141.49,996.55,3.85,7.81,172.05
65.582,,-56.66,142.40,1003.74,4.58,0.66,174.71
65.638,,-57.42,141.27,1000.23,4.76,4.40,173.23
65.693,,-57.61,140.33,996.32,5.10,1.00,165.04
65.749,,-58.17,139.30,993.43,5.54,-2.12,164.05
65.802,,-58.91,139.67,997.24,4.97,2.53,176.88
65.858,,-58.98,138.87,995.34,4.14,6.05,170.55
65.916,,-59.91,138.94,995.44,4.17,5.72,175.17
65.974,,-60.74,139.87,998.54,5.48,-6.24,177.15
66.030,,-61.89,139.58,995.70,4.48,3.00,172.19
66.085,,-62.16,139.55,995.25,4.72,2.39,175.37
66.140,,-62.68,138.26,991.99,5.79,-1.83,-177.71
66.199,,-63.30,137.94,991.94,5.74,-0.88,-177.80
66.254,,-63.31,137.55,992.54,5.67,-3.13,-179.92
66.309,,-63.72,137.74,995.69,4.50,2.90,172.31
66.364,,-63.66,137.18,993.03,5.04,-0.94,-177.69
66.419,,-63.83,137.65,997.99,5.21,0.19,177.47
66.473,,-64.06,135.92,987.28,5.33,-0.48,-178.34
66.527,,-64.05,136.24,987.31,5.39,-1.50,-178.19
66.584,,-63.91,137.55,992.50,5.67,-3.16,-179.92
66.638,,-63.67,137.39,993.58,4.97,-3.19,-179.84
66.693,,-63.67,137.39,993.58,4.97,-3.19,-179.84
66.747,,-63.21,136.68,988.34,4.69,-1.48,-178.15
66.778,,-63.21,136.97,988.24,4.63,-0.46,-178.31
66.848,,-63.17,137.60,991.57,3.19,4.75,169.99
66.903,,-62.50,138.35,995.72,4.49,2.97,172.26
66.958,,-62.49,137.74,995.74,4.49,2.98,172.29
67.012,,-61.74,137.17,991.16,4.76,1.30,178.31
67.068,,-60.85,136.83,984.10,4.66,1.65,-178.38
67.124,,-60.85,138.31,991.47,4.36,1.16,-178.77
67.182,,-60.66,138.96,995.77,4.48,3.09,172.21
67.238,,-59.20,137.49,991.49,4.95,4.66,177.46
67.292,,-58.53,138.04,996.43,5.23,0.57,179.23
67.347,,-58.29,137.21,997.38,4.97,2.58,176.98
67.405,,-57.87,136.48,995.56,4.69,2.74,175.43
67.459,,-57.56,134.75,993.58,5.02,-0.61,-177.61
67.513,,-58.20,134.67,996.02,4.48,3.28,172.44
67.570,,-59.42,134.06,995.99,4.49,3.21,172.48
67.624,,-60.29,133.39,994.08,5.35,-3.70,161.92
67.681,,-60.47,132.92,990.50,5.91,-10.33,175.68
67.737,,-61.69,132.14,998.41,4.31,2.32,177.37
67.787,,-61.92,130.52,997.62,4.55,0.34,179.67
67.842,,-62.46,129.39,1001.97,4.57,-2.21,179.59
67.898,,-62.75,127.40,1005.34,4.78,-6.46,170.60
67.954,,-63.36,125.61,1012.79,4.76,-6.43,177.89
68.011,,-63.80,120.11,1016.72,4.63,0.95,175.76
68.068,,-63.09,116.69,1004.01,2.70,10.60,170.48
68.123,,-63.79,115.75,1016.91,4.64,0.98,175.98
68.179,,-62.99,113.00,1010.86,3.49,7.39,173.86
68.236,,-62.51,110.46,1010.52,3.36,9.33,172.74
68.293,,-62.50,105.94,1024.81,4.52,2.48,179.04
68.349,,-60.76,98.74,1019.34,3.39,6.99,175.35
68.407,,-60.45,95.68,1022.26,3.64,8.27,171.33
68.463,,-60.66,93.54,1031.34,5.51,-6.97,172.23
68.518,,-61.43,91.38,1028.33,4.68,9.91,173.66
68.572,,-62.20,91.19,1037.24,5.24,2.72,170.07
68.628,,-62.71,90.78,1042.63,6.67,-11.03,176.36
68.683,,-63.99,90.28,1056.05,5.24,5.33,173.25
68.739,,-65.29,88.86,1064.09,4.16,5.89,173.95
68.795,,-65.72,87.74,1073.33,5.19,-7.31,-178.84
68.850,,-65.96,86.13,1072.79,3.87,5.08,173.55
68.910,,-66.33,84.73,1084.40,5.45,5.35,173.71
68.971,,-66.56,84.73,1090.49,7.02,-9.07,174.52
69.027,,-68.20,84.45,1097.82,7.38,-7.52,172.60
69.084,,-71.14,82.39,1097.16,6.32,5.25,173.86
69.138,,-72.82,80.11,1101.21,6.95,-4.59,-176.06
69.193,,-74.02,78.25,1108.09,6.04,4.81,168.10
69.248,,-74.27,77.29,1124.30,6.89,-10.61,-178.86
69.302,,-73.51,74.39,1120.73,5.84,9.60,174.81
69.358,,-75.07,74.17,1145.73,6.16,1.40,178.96
69.414,,-74.91,74.11,1145.56,5.88,5.20,174.52
69.471,,-75.45,74.75,1154.22,6.97,0.78,-177.75
69.526,,-78.30,74.74,1170.54,7.08,0.74,-177.64
69.580,,-78.64,73.22,1162.44,6.57,0.85,169.87
69.636,,-81.31,72.42,1173.55,6.81,-6.63,-178.91
69.691,,-82.36,72.72,1180.99,6.43,-7.66,-177.62
69.745,,-83.44,73.55,1191.65,6.38,-11.03,-178.36
69.801,,-84.11,74.09,1195.73,7.10,-8.27,173.01
69.858,,-84.81,75.04,1192.22,6.08,-6.75,-178.87
69.917,,-86.02,78.15,1204.35,6.80,-9.88,174.69
69.975,,-88.05,82.35,1210.70,6.33,-2.56,-176.34
70.032,,-89.46,84.48,1217.24,6.81,-3.31,-175.56
70.088,,-89.92,85.14,1210.42,5.77,-1.64,-173.27
70.145,,-90.97,86.39,1213.87,5.35,5.00,174.05
70.202,,-94.08,90.25,1217.08,6.29,-12.26,-179.56
70.259,,-95.44,90.47,1216.39,5.16,0.30,169.15
70.317,,-99.36,90.01,1226.31,6.34,-7.42,-179.42
70.375,,-101.54,89.46,1223.54,6.75,-13.01,-178.97
70.434,,-106.99,86.95,1226.96,5.74,-1.43,164.65
70.494,,-111.64,84.51,1218.24,5.77,-6.50,-173.21
70.552,,-118.67,81.55,1227.26,5.47,-8.29,-178.79
70.610,,-122.43,79.30,1227.12,5.47,-8.46,-178.66
70.671,,-125.71,78.41,1231.61,6.49,-9.66,172.81
70.729,,-127.28,76.86,1226.31,6.49,-6.00,-175.75
70.785,,-128.22,76.37,1233.49,6.97,-5.21,-175.10
70.839,,-127.22,74.96,1231.48,7.84,-5.40,166.78
70.893,,-128.20,74.80,1239.26,8.17,-8.75,-178.78
70.948,,-128.50,74.33,1235.66,6.87,4.11,174.83
71.007,,-127.35,73.63,1222.31,7.11,-13.74,-175.22
71.068,,-129.06,73.37,1230.94,7.62,-7.36,-177.82
71.124,,-129.10,72.60,1228.71,6.42,3.24,174.36
71.178,,-128.52,73.68,1229.04,6.62,-0.49,166.21
71.232,,-127.44,74.33,1224.49,7.11,-7.79,-173.24
71.288,,-126.83,74.84,1228.71,6.40,3.37,174.28
71.343,,-125.53,75.64,1233.28,6.45,-3.25,169.61
71.397,,-122.87,76.88,1233.40,6.75,-7.04,-177.84
71.453,,-121.02,76.44,1232.64,7.19,-13.43,-178.94
71.507,,-119.56,75.84,1228.71,5.61,-5.59,-175.56
71.564,,-118.67,75.55,1227.56,5.44,-8.27,-178.47
71.618,,-117.00,75.40,1227.03,4.69,2.48,170.21
71.673,,-116.49,75.00,1223.98,5.23,0.30,166.73
71.727,,-115.71,74.61,1217.96,5.37,-2.49,164.68
71.783,,-115.05,74.09,1215.50,5.49,-9.75,-174.19
71.839,,-115.26,74.36,1217.40,5.78,-6.74,-177.61
71.894,,-114.95,74.69,1216.75,6.20,-13.16,-178.77
71.949,,-115.08,74.09,1209.24,5.82,-2.98,-172.73
72.005,,-116.07,74.60,1217.80,6.00,-4.70,-174.94
72.059,,-116.00,74.36,1217.35,5.78,-6.78,-177.60
72.114,,-116.07,74.60,1217.80,6.00,-4.70,-174.94
72.169,,-115.70,73.91,1213.59,5.75,-0.42,179.09
72.223,,-116.00,72.88,1217.42,5.78,-6.78,-177.53
72.278,,-116.00,72.88,1217.42,5.78,-6.78,-177.53
72.336,,-115.23,72.51,1211.01,5.52,-4.02,-175.65
72.393,,-115.45,73.14,1215.59,6.63,-6.74,-177.69
72.449,,-114.95,71.69,1213.76,5.76,-0.42,179.22
72.479,,-114.77,71.63,1213.50,5.47,3.63,174.50
72.535,,-113.49,71.62,1198.62,6.78,-5.24,-170.84
72.591,,-114.69,72.03,1209.33,6.37,-4.01,-175.76
72.647,,-114.22,72.63,1211.45,5.45,4.94,175.51
72.704,,-113.79,72.41,1214.21,6.35,-9.14,173.02
72.762,,-112.47,72.03,1209.47,6.37,-3.90,-175.75
72.817,,-111.68,72.73,1204.00,5.69,6.33,177.04
72.872,,-112.16,73.41,1211.81,6.59,-0.13,179.03
72.927,,-111.66,72.91,1210.20,6.27,2.15,175.52
72.984,,-110.20,73.46,1204.03,5.68,6.42,177.02
73.042,,-109.65,73.62,1200.16,6.65,4.58,-179.92
73.101,,-109.85,73.67,1210.39,7.07,6.21,177.53
73.167,,-108.63,72.06,1217.79,9.11,-15.79,174.59
73.226,,-99.84,64.56,1209.63,10.15,-18.49,-179.99
73.284,,-90.39,55.72,1197.08,8.20,14.22,175.69
73.340,,-81.77,49.39,1195.03,9.15,14.59,176.18
73.396,,-72.21,43.52,1200.52,8.92,19.33,174.04
73.453,,-62.90,35.01,1206.18,7.74,17.41,167.01
73.509,,-59.89,31.14,1220.83,7.46,15.77,164.25
73.565,,-56.19,28.27,1217.23,7.96,17.64,165.99
73.619,,-49.85,23.94,1202.71,8.91,20.46,171.88
73.673,,-48.35,22.15,1202.05,8.85,18.35,178.46
73.729,,-47.54,20.39,1204.40,9.95,-23.41,175.08
73.784,,-47.92,14.98,1209.45,7.39,22.48,-176.74
73.838,,-45.94,10.03,1216.36,7.02,19.91,178.10
73.893,,-43.25,8.76,1197.66,6.22,25.11,176.01
73.946,,-41.50,6.27,1211.05,5.37,24.22,173.69
74.003,,-34.97,5.56,1215.31,6.35,23.88,175.84
74.057,,-27.81,4.42,1209.61,6.38,24.89,174.13
74.109,,-25.17,3.45,1197.37,5.96,27.17,172.92
74.163,,-22.49,1.65,1200.78,6.00,26.06,173.67
74.214,,-20.78,0.74,1208.92,6.39,23.37,173.79
74.265,,-16.89,-3.25,1193.37,6.49,25.13,174.69
74.318,,-11.48,-7.45,1198.21,7.07,24.78,173.89
74.370,,-6.33,-10.30,1189.70,7.04,23.97,171.63
74.420,,-3.44,-12.86,1194.62,8.00,23.31,173.75
74.475,,-0.53,-16.50,1182.70,7.48,22.85,172.42
74.532,,3.59,-18.81,1182.58,8.13,23.98,175.58
74.590,,11.09,-21.05,1178.81,7.78,24.96,176.98
74.644,,20.99,-23.94,1181.37,7.83,24.22,178.05
74.698,,28.72,-26.11,1174.80,8.17,23.07,178.96
74.770,,45.64,-31.66,1169.71,8.21,22.42,176.76
74.823,,48.49,-32.37,1169.88,8.24,22.55,176.85
74.872,,50.26,-32.36,1169.94,8.30,22.69,177.12
74.924,,57.33,-33.46,1170.44,7.21,-15.11,-170.10
74.975,,58.57,-33.49,1159.11,7.16,-18.98,-172.09
75.029,,72.89,-34.83,1157.89,7.12,-16.31,-171.23
75.085,,82.43,-35.52,1146.45,7.01,-16.27,-172.61
75.139,,90.81,-35.04,1144.77,8.56,26.03,-179.14
75.196,,109.61,-35.08,1157.98,8.40,24.13,178.81
75.259,,117.78,-34.96,1148.79,8.09,26.16,178.21
75.316,,123.37,-34.95,1148.92,8.13,26.47,178.33
75.373,,133.00,-35.70,1133.17,6.20,-11.76,-172.44
75.428,,139.17,-36.20,1139.86,8.41,24.98,177.96
75.484,,143.25,-36.01,1133.84,8.55,26.23,176.27
75.539,,147.55,-36.72,1144.94,7.07,-8.99,-171.21
75.595,,150.66,-37.32,1131.65,6.95,-11.01,-172.32
75.649,,155.86,-38.24,1140.55,8.57,25.91,178.53
75.704,,161.31,-39.71,1143.71,8.77,26.98,-179.58
75.757,,163.66,-41.03,1141.90,7.87,26.72,178.90
75.813,,168.72,-42.79,1143.35,7.95,26.67,179.18
75.866,,170.47,-44.05,1139.98,7.93,26.13,177.90
75.920,,170.13,-44.69,1134.37,7.68,28.34,178.61
75.975,,171.21,-47.42,1137.98,7.77,23.86,177.01
76.028,,169.87,-48.16,1126.89,8.33,25.62,176.75
76.084,,173.11,-49.34,1134.47,7.57,21.66,175.71
76.139,,177.81,-50.38,1134.94,6.92,23.78,175.20
76.195,,182.25,-52.34,1141.10,7.73,22.41,178.02
76.250,,182.32,-52.01,1129.25,4.94,-7.44,-171.51
76.304,,185.71,-54.16,1143.27,6.93,22.61,178.02
76.360,,187.46,-55.39,1132.70,4.82,-1.90,-168.91
