Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
0.932,0,-146.04,-14.27,748.31,1.70,14.79,-179.09
0.947,0,-143.89,-14.03,748.13,2.20,13.71,-177.85
0.963,0,-141.78,-14.03,748.16,2.17,12.58,-177.82
0.979,0,-140.17,-14.09,745.14,2.45,13.74,-177.88
0.995,0,-137.82,-14.16,741.78,2.24,15.08,-179.00
1.011,0,-136.73,-14.58,745.40,2.48,13.93,-179.08
1.027,0,-135.54,-14.63,741.97,2.26,15.21,-178.94
1.044,0,-134.60,-15.06,745.21,2.50,14.10,179.71
1.059,0,-134.35,-15.47,748.43,2.22,13.04,179.69
1.075,0,-134.12,-15.93,748.49,2.20,13.04,179.54
1.093,0,-134.45,-16.35,751.70,2.46,12.39,178.81
1.107,0,-135.46,-17.69,754.03,2.25,12.68,177.63
1.122,0,-135.75,-17.92,754.34,1.72,12.66,177.64
1.139,0,-135.12,-17.94,749.43,2.06,14.69,176.18
1.158,0,-137.88,-18.80,757.09,1.99,11.96,176.86
1.176,0,-137.95,-18.83,754.05,1.82,14.50,177.49
1.195,0,-138.20,-19.10,750.96,1.53,14.28,177.42
1.211,0,-138.67,-19.10,750.92,1.53,14.26,177.42
1.227,0,-139.59,-19.32,750.80,2.12,15.40,177.66
1.243,0,-139.28,-19.34,747.21,1.82,15.39,177.58
1.257,0,-139.57,-19.11,748.18,2.34,14.60,179.36
1.272,0,-138.14,-18.72,741.63,2.41,16.80,179.62
1.287,0,-138.06,-18.72,741.87,2.37,16.21,-179.93
1.303,0,-137.74,-18.71,742.04,2.36,15.63,-179.32
1.319,0,-138.25,-18.69,745.48,2.61,14.43,-179.33
1.335,0,-137.29,-18.72,742.08,2.36,15.66,-179.32
1.351,0,-137.87,-18.66,748.53,2.33,14.06,179.99
1.367,0,-136.75,-18.47,745.59,2.03,13.94,179.90
1.382,0,-136.49,-18.21,748.59,2.33,14.15,179.98
1.397,0,-134.83,-18.01,744.56,2.57,14.88,179.27
1.411,0,-134.91,-17.76,748.29,2.32,13.68,179.34
1.425,0,-135.17,-18.18,751.10,2.00,13.27,178.45
1.439,0,-134.10,-18.21,746.97,2.30,14.53,177.34
1.454,0,-134.76,-18.18,750.74,2.05,14.00,178.00
1.469,0,-135.33,-18.38,753.93,1.77,13.43,177.24
1.482,0,-134.64,-18.42,751.35,2.02,13.80,177.85
1.496,0,-134.76,-18.18,750.74,2.05,14.00,178.00
1.511,0,-134.76,-18.18,750.74,2.05,14.00,178.00
1.525,0,-135.65,-18.15,754.51,2.25,11.93,178.31
1.538,0,-135.28,-17.96,751.70,2.00,13.06,178.43
1.552,0,-135.86,-18.17,750.39,2.00,12.68,177.75
1.565,0,-136.15,-18.17,750.63,2.04,13.92,177.98
1.580,0,-135.53,-18.02,744.55,2.07,14.79,178.18
1.596,0,-137.22,-18.18,752.06,2.54,12.83,179.76
1.610,0,-137.86,-18.17,751.68,1.99,13.00,179.74
1.623,0,-137.43,-17.99,749.31,2.27,13.24,-179.54
1.637,0,-138.47,-18.19,748.62,2.31,13.38,-179.37
1.650,0,-138.93,-18.19,748.58,2.31,13.35,-179.38
1.664,0,-139.39,-18.19,748.55,2.31,13.32,-179.39
1.678,0,-140.40,-18.19,748.29,2.35,13.93,-179.91
1.692,0,-141.48,-18.40,752.17,2.03,13.85,179.85
1.705,0,-141.91,-17.96,748.20,1.80,14.49,179.40
1.720,0,-144.21,-17.65,754.86,2.26,12.63,179.72
1.733,0,-143.56,-17.27,747.57,2.37,16.19,178.89
1.747,0,-144.85,-17.00,750.69,2.03,14.45,178.01
1.761,0,-145.13,-16.39,743.51,1.54,17.71,177.24
1.775,0,-147.53,-16.30,750.49,1.51,16.09,177.55
1.790,0,-150.10,-15.83,749.80,1.49,16.56,176.97
1.804,0,-152.04,-15.78,753.03,1.23,16.63,177.00
1.819,0,-154.53,-15.34,749.54,0.98,18.55,177.22
1.834,0,-157.95,-15.34,750.15,0.44,19.23,177.31
1.848,0,-160.31,-15.05,752.96,0.69,18.27,177.19
1.863,0,-162.16,-15.04,752.82,0.69,18.16,177.18
1.876,0,-166.19,-15.25,752.84,0.12,18.92,177.18
1.891,0,-167.36,-15.06,749.53,0.46,20.22,177.93
1.904,0,-172.73,-15.65,756.12,0.42,18.62,177.22
1.918,0,-175.82,-15.67,752.45,0.19,20.32,177.47
1.932,0,-177.15,-15.70,749.53,-0.06,21.94,178.52
1.950,0,-179.52,-15.88,753.07,-0.36,20.97,178.46
1.964,0,-182.06,-15.67,749.82,-0.06,22.06,179.91
1.978,0,-184.32,-15.85,753.26,-0.35,21.58,179.41
1.992,0,-187.18,-15.60,753.30,0.20,21.40,-179.67
2.005,0,-186.56,-15.22,746.48,0.25,23.37,-179.16
2.019,0,-188.65,-14.75,746.34,0.25,24.10,-179.19
2.032,0,-189.71,-14.74,746.31,0.25,24.45,-178.79
2.047,0,-190.63,-14.50,745.76,0.26,24.89,-179.20
2.061,0,-193.18,-14.22,749.25,-0.04,25.26,-179.67
2.075,0,-195.54,-13.93,752.38,0.25,26.12,-179.66
2.091,0,-195.39,-13.75,749.07,-0.03,27.14,179.93
2.109,0,-197.35,-13.46,752.03,0.24,26.83,179.52
2.126,0,-199.14,-13.64,755.68,-0.08,26.04,179.43
2.143,0,-199.86,-13.63,755.68,-0.06,26.80,179.47
2.161,0,-201.11,-13.39,755.45,-0.65,27.12,179.01
2.175,0,-202.92,-13.34,759.09,-0.37,26.35,179.02
2.189,0,-204.78,-13.27,762.46,-0.70,26.02,179.32
2.203,0,-203.28,-12.91,755.51,-0.68,26.99,179.76
2.217,0,-204.61,-12.62,759.13,-1.02,26.23,179.66
2.232,0,-203.72,-11.97,755.37,-0.71,26.17,179.71
2.246,0,-204.00,-11.74,755.50,-0.15,26.16,-179.48
2.260,0,-204.20,-11.03,755.37,-0.77,26.14,-179.59
2.274,0,-204.33,-10.80,755.40,-0.21,25.74,-179.17
2.289,0,-205.43,-10.03,759.02,-0.54,24.98,-179.23
2.302,0,-204.78,-9.40,755.26,-0.26,25.72,-179.27
2.315,0,-204.88,-8.93,755.17,-0.28,25.31,-178.87
2.329,0,-203.24,-7.69,748.18,-0.30,26.70,-178.97
2.343,0,-203.23,-7.23,748.15,-0.32,26.70,-179.00
2.357,0,-203.67,-6.08,748.02,0.20,25.90,-179.02
2.371,0,-204.75,-5.52,751.12,-0.12,25.62,-178.68
2.385,0,-203.25,-5.02,744.70,-0.12,26.92,-178.74
2.398,0,-204.76,-3.76,747.64,0.11,25.85,-178.38
2.412,0,-204.16,-3.16,744.10,-0.21,26.51,-177.71
2.426,0,-205.28,-2.37,747.35,0.06,25.44,-178.05
2.439,0,-203.96,-1.20,740.32,0.00,26.41,-177.82
2.455,0,-204.89,-0.63,743.70,0.27,26.10,-177.41
2.468,0,-205.49,0.52,742.88,0.21,25.76,-177.11
2.482,0,-204.58,1.10,739.14,-0.10,26.45,-176.43
2.495,0,-205.63,1.67,742.93,0.17,25.32,-176.74
2.509,0,-203.90,2.12,735.78,0.73,26.71,-176.06
2.523,0,-204.12,3.03,735.32,0.68,26.34,-175.74
2.538,0,-204.33,3.48,735.64,0.67,26.69,-176.16
2.551,0,-204.53,4.16,735.50,0.06,26.68,-176.27
2.565,0,-205.50,4.52,738.55,0.33,26.05,-176.22
2.579,0,-203.72,4.93,731.72,0.89,27.00,-175.90
2.593,0,-202.69,5.70,727.95,0.57,28.08,-175.71
2.607,0,-203.71,5.83,731.64,0.85,27.01,-175.96
2.621,0,-202.72,6.14,728.90,1.12,27.23,-176.36
2.634,0,-202.48,6.82,728.86,0.51,27.26,-176.48
2.649,0,-201.23,7.11,725.13,1.36,27.59,-176.07
2.663,0,-201.95,7.49,727.75,0.48,27.40,-175.78
2.678,0,-201.38,7.71,727.77,0.46,27.03,-175.41
2.692,0,-200.32,8.00,724.75,1.33,27.30,-175.71
2.706,0,-199.64,8.23,724.36,0.75,27.00,-175.37
2.721,0,-200.43,8.15,727.67,0.47,26.33,-175.33
2.734,0,-200.41,8.15,728.43,0.47,26.28,-176.09
2.747,17,-601.73,97.45,5225.48,5.44,-6.45,-112.29
2.748,0,-199.38,8.22,724.69,0.74,26.62,-175.73
2.762,0,-200.03,8.37,727.90,0.46,25.60,-176.05
