Time (s),Marker ID,X (mm),Y (mm),Z (mm),Yaw (deg),Pitch (deg),Roll (deg)
3.355,0,-26.34,28.68,745.23,-14.05,37.19,166.55
3.408,0,-29.17,30.03,747.70,-14.38,36.59,165.97
3.459,0,-30.91,32.55,742.51,-13.85,36.64,167.13
3.512,0,-30.33,35.65,733.56,-13.78,37.53,168.91
3.565,0,-25.59,39.00,729.14,-12.41,36.64,171.86
3.619,0,-17.65,41.54,732.98,-10.92,33.00,173.65
3.671,0,-11.02,42.61,730.60,-11.12,32.31,172.61
3.721,0,6.90,47.24,728.45,-9.24,29.29,173.92
3.774,0,14.27,49.23,720.44,-8.68,31.20,173.18
3.825,0,27.58,56.07,705.61,-7.98,34.11,173.28
3.877,0,31.59,60.07,699.39,-8.05,33.38,172.88
3.928,0,35.26,66.07,695.97,-7.83,32.25,173.97
3.977,0,36.60,70.16,681.59,-8.45,31.48,175.30
4.029,0,40.93,75.98,670.40,-8.18,27.34,-179.29
4.080,0,43.91,77.53,670.35,-8.73,25.72,-178.80
4.131,0,46.60,77.35,665.23,-9.44,26.82,-179.60
4.186,0,53.43,78.96,669.29,-8.45,25.66,-179.20
4.244,0,57.01,79.23,668.39,-8.54,26.28,178.04
4.295,0,57.79,79.30,669.06,-8.44,25.62,177.60
4.345,0,57.58,78.40,665.65,-8.37,26.98,178.43
4.395,0,57.42,76.77,668.41,-8.45,26.38,178.30
4.445,0,60.90,75.77,668.54,-7.78,25.72,178.74
4.494,0,64.43,74.91,669.34,-7.47,25.91,177.08
4.545,0,69.77,73.96,667.86,-7.56,26.83,178.18
4.594,0,78.90,74.42,670.87,-6.89,24.42,178.69
4.643,0,81.73,74.46,665.62,-6.91,24.67,178.49
4.693,0,86.95,75.22,662.17,-6.20,25.05,179.28
4.744,0,89.22,75.60,661.08,-6.54,25.44,178.15
4.745,17,840.20,-827.16,6023.02,-105.66,34.00,-177.18
4.795,0,97.93,76.67,656.02,-5.98,25.09,178.29
4.844,0,100.57,76.56,655.58,-5.65,24.92,-179.67
4.893,0,108.60,77.12,653.46,-5.24,25.21,178.41
4.943,0,112.32,77.34,655.41,-5.21,25.05,176.88
4.993,0,114.67,77.54,650.10,-4.89,26.35,177.36
5.042,0,117.11,77.65,651.74,-0.69,-3.60,166.52
5.090,0,116.01,76.94,648.11,-4.59,24.76,179.12
5.138,0,116.85,76.14,647.34,-4.92,25.06,177.67
5.187,0,117.28,75.75,644.94,-5.38,26.68,177.17
5.241,0,118.87,75.82,645.55,-5.28,25.94,176.50
5.289,0,122.45,75.50,644.10,-4.52,24.59,178.32
5.339,0,123.58,75.35,645.29,-4.60,23.50,178.80
5.388,0,124.62,74.78,644.62,-4.32,23.76,178.20
5.436,0,126.03,74.25,643.31,-4.32,23.63,179.06
5.483,0,128.29,74.15,646.69,-4.38,22.34,178.65
5.531,0,129.24,73.19,643.73,-4.07,24.12,176.34
5.582,0,128.96,71.87,639.59,-4.02,25.66,178.52
5.630,0,132.54,71.38,645.47,-1.18,-1.07,168.68
5.678,0,133.85,70.53,642.24,-0.79,-2.39,168.29
5.726,0,134.95,70.89,644.72,-4.00,22.45,178.35
5.775,0,135.61,70.42,643.31,-3.84,23.41,177.09
5.823,0,136.76,70.57,641.88,-3.81,25.05,176.66
5.871,0,138.04,70.53,641.39,-3.59,23.48,177.26
5.922,0,140.30,70.60,642.02,-3.87,25.56,176.48
5.973,0,140.87,70.26,640.48,-3.13,23.52,178.21
6.021,0,142.00,69.83,639.95,-3.27,24.93,178.89
6.070,0,142.59,69.99,641.67,-3.17,24.25,177.26
6.136,0,145.16,70.08,645.18,-2.74,22.88,176.80
6.183,0,144.55,70.06,642.93,-2.70,23.05,178.48
6.232,0,144.82,70.01,644.40,-2.46,20.59,177.73
6.290,0,144.26,70.14,644.53,-2.70,20.67,179.30
6.346,0,143.58,69.25,639.23,-3.07,25.41,177.81
6.396,0,144.34,69.15,639.53,-0.21,0.74,169.98
6.443,0,144.59,69.66,642.27,-3.05,23.28,176.30
6.494,0,143.17,69.57,641.30,-3.37,25.56,177.51
6.540,0,143.14,69.95,644.10,-3.26,23.33,176.71
6.589,0,143.09,69.58,643.72,-0.89,2.65,169.18
6.637,0,142.86,69.49,643.01,-0.70,1.20,168.30
6.687,0,142.21,70.04,640.04,-2.80,25.02,179.03
6.736,0,142.21,70.04,640.04,-2.80,25.02,179.03
6.785,0,142.97,70.30,643.36,-2.85,23.45,178.61
6.833,0,142.10,70.07,642.60,-3.27,24.80,175.82
6.856,0,142.18,70.29,643.30,-2.83,23.34,178.66
6.903,0,141.21,70.34,641.25,-3.36,25.25,177.48
6.951,0,141.72,70.25,644.44,-0.22,0.72,169.75
7.001,0,140.81,70.83,645.02,-2.68,22.14,176.93
7.050,0,140.95,70.94,647.01,-3.48,22.45,176.32
7.098,0,140.80,70.04,644.98,-2.66,22.18,177.06
7.145,0,141.32,69.85,644.40,-0.22,0.70,169.74
7.193,0,140.53,69.84,644.38,-0.22,0.70,169.70
7.240,0,139.33,70.01,642.05,-3.35,25.51,176.81
7.287,0,139.59,69.88,640.60,-3.44,26.14,178.31
7.335,0,140.41,69.93,641.19,-3.33,25.15,177.59
7.383,0,142.60,70.16,641.37,-2.89,25.52,177.63
7.432,0,142.10,70.46,642.61,-3.29,24.79,175.75
7.481,0,140.84,70.97,641.69,-2.69,24.02,177.38
7.527,0,132.31,74.75,643.10,-2.96,20.40,172.72
7.576,0,115.15,80.19,640.98,-4.32,23.57,170.58
7.622,0,104.30,82.97,635.18,-5.03,26.57,172.24
7.671,0,93.81,86.30,635.56,-5.27,26.98,172.64
7.719,0,75.11,90.59,629.00,-5.87,27.10,179.29
7.767,0,58.77,94.33,623.51,-6.77,26.84,-177.93
7.817,0,45.75,98.38,624.77,-7.35,26.00,-177.24
7.866,0,37.32,101.92,623.42,-8.25,29.87,-178.43
7.915,0,27.40,106.08,619.59,-8.63,32.17,-179.55
7.963,0,20.23,110.57,618.20,-8.67,32.01,-178.46
8.014,0,11.74,115.63,611.74,-9.54,32.66,-177.97
8.063,0,5.31,121.29,607.38,-9.68,31.75,-175.85
8.113,0,1.30,124.02,597.65,-9.70,35.80,-176.00
8.164,0,-4.23,130.70,596.03,-10.31,35.19,-175.66
8.213,0,-8.93,135.15,595.32,-10.14,34.42,-175.04
8.262,0,-11.70,137.02,590.38,-10.56,34.99,-174.21
8.311,0,-14.08,138.77,585.60,-10.02,36.52,-173.43
8.363,0,-14.62,140.79,585.18,-9.69,35.90,-172.79
8.419,0,-14.16,143.32,583.88,-9.85,35.03,-173.32
8.477,0,-14.70,146.42,582.73,-10.10,35.74,-173.91
8.529,0,-17.12,150.02,580.97,-9.99,36.01,-173.57
8.580,0,-21.07,152.03,577.70,-10.31,36.90,-172.70
8.629,0,-22.09,152.45,581.31,-9.59,36.51,-172.03
8.678,0,-22.30,151.20,582.55,-9.67,36.34,-172.77
8.730,0,-21.69,149.43,583.52,-10.12,36.55,-173.14
8.781,0,-20.76,147.97,586.14,-10.03,36.05,-173.12
8.833,0,-18.51,146.81,590.11,-10.28,35.07,-174.62
8.883,0,-17.60,145.52,590.57,-10.18,34.38,-175.08
8.933,0,-18.58,145.43,589.76,-9.84,34.11,-174.15
8.982,0,-21.11,146.21,591.70,-10.76,34.42,-174.62
9.033,0,-22.74,145.43,591.48,-10.70,34.33,-174.54
9.082,0,-22.29,142.70,597.99,-10.77,33.88,-174.71
9.132,0,-21.76,140.72,596.02,-10.91,34.56,-175.45
9.180,0,-20.49,138.13,600.67,-11.10,33.65,-175.86
9.230,0,-20.04,135.42,601.62,-10.82,34.10,-176.50
9.255,0,-19.67,135.29,604.86,-10.77,33.34,-176.60
9.307,0,-17.93,134.11,606.48,-10.77,33.69,-176.93
9.357,0,-17.45,133.66,606.16,-10.43,32.75,-176.65
9.407,0,-17.72,133.92,605.57,-10.58,33.13,-176.57
9.457,0,-19.35,134.38,607.16,-10.85,33.08,-176.60
9.506,0,-20.67,134.39,604.17,-10.83,33.68,-176.39
9.555,0,-21.11,134.23,606.43,-10.93,33.33,-176.44
9.604,0,-20.62,133.95,605.64,-10.86,33.88,-176.79
9.654,0,-20.80,134.31,608.56,-10.86,33.14,-177.00
9.704,0,-21.33,133.96,604.39,-11.15,33.89,-177.33
9.754,0,-22.12,134.70,605.56,-10.87,33.73,-176.81
9.805,0,-23.19,134.92,603.95,-11.16,34.49,-176.68
9.854,0,-24.43,134.92,604.76,-10.99,33.93,-176.72
9.903,0,-28.85,135.87,611.85,-11.23,32.47,-176.80
9.951,0,-37.67,135.27,612.27,-11.54,33.32,-177.11
10.002,0,-49.97,135.47,611.77,-11.91,35.61,-177.28
10.054,0,-61.02,135.72,613.15,-12.89,35.14,-177.07
10.105,0,-80.73,138.90,620.21,-14.98,31.46,-176.72
10.153,0,-85.93,140.24,620.07,-15.10,27.95,-175.10
10.202,0,-86.84,141.13,623.97,-15.16,26.56,-174.80
10.252,0,-82.67,140.95,635.07,-13.25,22.46,-175.77
10.302,0,-78.03,138.53,652.09,-12.62,16.19,179.49
10.350,0,-75.30,137.60,657.15,-11.16,13.65,179.91
10.400,0,-72.54,137.57,661.20,-9.70,11.67,179.42
10.450,0,-71.60,138.23,668.10,-9.16,10.19,178.22
10.505,0,-72.27,136.71,663.34,-9.60,13.41,176.39
10.566,0,-73.04,137.83,662.01,-9.01,11.75,178.56
10.617,0,-75.90,139.24,659.64,-9.86,13.05,178.86
10.667,0,-78.62,141.47,659.70,-9.50,14.35,179.92
10.717,0,-78.95,141.06,656.24,-9.55,15.57,-179.74
10.767,0,-77.52,141.70,659.85,-9.20,15.17,-179.89
10.818,0,-75.66,141.87,661.77,-8.85,13.68,179.79
10.869,0,-79.24,142.55,664.24,-8.90,12.81,179.75
10.920,0,-81.08,142.74,661.25,-9.63,13.67,178.22
10.971,0,-86.76,145.56,660.90,-9.41,15.24,179.43
11.022,0,-88.28,145.59,653.40,-9.54,17.58,-179.99
11.073,0,-89.37,146.62,650.03,-9.32,17.55,-177.97
11.123,0,-88.78,146.33,647.02,-9.71,19.06,-179.02
11.173,0,-87.08,147.51,651.93,-9.40,16.93,-179.67
11.224,0,-87.70,147.80,653.65,-9.23,15.38,-179.11
11.274,0,-89.03,148.19,648.95,-9.55,16.54,-179.55
11.324,0,-95.24,150.27,647.33,-9.80,17.91,-178.68
11.374,0,-98.67,152.78,654.01,-9.74,16.47,-178.24
11.424,0,-100.32,151.28,645.21,-10.23,19.13,-178.33
11.474,0,-103.24,151.24,645.74,-10.38,19.73,-178.61
11.526,0,-105.91,151.84,650.42,-10.53,19.24,-179.27
11.575,0,-107.08,151.10,648.84,-10.77,20.20,-178.86
11.630,0,-108.14,151.86,651.62,-10.22,18.97,-178.59
11.680,0,-109.09,151.24,651.17,-10.68,19.78,-179.57
11.733,0,-111.34,151.80,652.99,-10.92,19.72,-179.49
11.785,0,-112.53,151.62,652.12,-11.07,20.18,-179.36
11.839,0,-113.64,151.09,650.21,-11.12,21.22,-179.58
11.890,0,-116.79,151.85,655.99,-10.99,20.70,-179.56
11.941,0,-116.96,152.26,658.20,-10.89,19.46,-179.29
11.996,0,-116.57,151.02,655.98,-10.99,20.76,-179.58
12.048,0,-115.56,151.03,656.09,-10.98,20.80,-179.53
12.101,0,-115.45,151.52,659.67,-10.98,19.90,-179.86
12.156,0,-114.09,150.46,654.17,-10.72,20.80,-179.58
12.207,0,-114.33,150.62,656.19,-10.98,20.89,-179.53
12.258,0,-114.41,150.97,657.24,-11.07,20.28,-179.17
12.308,0,-113.77,150.96,657.77,-10.70,19.89,-179.84
12.359,0,-114.00,151.13,658.52,-10.56,19.35,179.97
12.413,0,-114.18,150.96,657.74,-10.69,19.86,-179.83
12.459,0,-112.81,150.17,653.90,-10.74,20.99,-179.60
12.512,0,-112.07,150.47,654.34,-10.75,20.94,-179.63
12.559,0,-111.94,150.96,657.91,-10.76,20.04,-179.97
12.616,0,-109.70,149.90,658.87,-10.56,19.63,-179.97
12.678,0,-107.54,148.11,653.83,-10.90,20.92,179.63
12.730,0,-106.66,148.45,658.13,-10.37,19.12,-179.62
12.781,0,-106.68,148.54,656.21,-10.79,19.68,179.94
12.830,0,-107.36,149.29,655.85,-10.49,20.34,-179.95
12.879,0,-108.51,150.35,657.24,-10.54,19.49,-179.52
12.929,0,-108.39,149.57,653.32,-10.58,20.57,-179.27
12.978,0,-108.69,150.50,658.33,-10.27,19.45,-178.90
13.029,0,-107.76,149.29,655.81,-10.49,20.31,-179.94
13.080,0,-108.27,149.90,658.97,-10.61,19.75,179.91
13.105,0,-108.05,149.47,655.70,-10.84,19.70,179.82
13.156,0,-108.43,150.16,657.32,-10.22,20.12,-179.36
13.206,0,-109.29,150.90,660.07,-10.35,19.63,-179.51
13.256,0,-108.85,149.77,655.51,-10.15,19.90,-178.82
13.308,0,-108.77,149.94,654.99,-10.63,20.74,-179.78
13.359,0,-108.56,149.59,653.01,-11.07,21.32,179.74
13.409,0,-108.98,150.35,654.96,-10.67,20.74,-179.88
13.460,0,-108.85,150.65,655.37,-10.64,20.62,-179.82
13.511,0,-108.67,150.69,653.69,-10.57,20.40,-179.25
13.561,0,-107.68,151.25,655.77,-10.92,20.62,-179.41
13.612,0,-105.46,149.89,650.86,-10.18,21.74,-179.09
13.664,0,-104.41,148.28,656.12,-10.18,21.16,-179.79
13.714,0,-101.43,142.07,658.17,-10.04,19.70,-179.91
13.766,0,-103.02,137.27,662.97,-10.30,19.36,178.26
13.817,0,-103.57,135.47,664.75,-10.23,18.49,178.96
13.868,0,-106.13,131.50,664.01,-10.13,21.47,178.31
13.918,0,-110.10,129.44,668.79,-10.40,21.81,177.51
13.972,0,-113.50,124.99,669.39,-10.60,23.22,177.29
14.020,0,-117.65,118.63,684.56,-10.81,22.88,175.56
14.068,0,-117.55,114.63,684.92,-10.77,23.38,175.27
14.117,0,-119.37,113.29,695.81,-10.89,22.81,174.33
14.167,0,-119.27,109.73,696.72,-11.15,24.51,173.32
14.217,0,-120.43,108.39,699.89,-11.07,23.18,173.31
14.268,0,-124.20,108.89,705.80,-10.99,22.76,173.10
14.319,0,-127.00,109.03,706.54,-11.36,24.18,171.88
14.370,0,-131.79,109.24,706.00,-11.90,26.27,172.28
14.421,0,-135.27,109.06,704.50,-12.40,26.02,172.32
14.471,0,-140.18,108.40,709.87,-12.50,26.40,172.78
14.521,0,-140.04,107.13,708.07,-12.39,27.41,172.29
14.571,0,-142.62,108.79,718.36,-11.86,26.08,171.87
14.620,0,-147.16,108.18,714.62,-12.72,26.20,170.99
14.671,0,-153.62,109.54,714.18,-13.10,27.29,170.71
14.732,0,-157.46,110.33,713.15,-13.51,28.55,171.14
14.788,0,-163.28,110.69,710.47,-14.30,29.22,172.03
14.839,0,-168.38,110.88,709.70,-14.40,31.49,172.61
14.892,0,-170.77,107.66,712.42,-14.77,30.30,172.05
14.943,0,-170.53,105.93,710.56,-14.44,30.54,171.79
14.994,0,-172.69,103.37,712.71,-13.98,31.50,170.86
15.044,0,-176.25,101.56,714.47,-14.49,32.45,171.11
15.095,0,-179.09,99.33,712.37,-15.11,32.89,171.75
15.146,0,-181.01,95.58,716.67,-14.35,32.02,172.03
15.196,0,-182.05,95.02,722.71,-14.81,31.46,171.46
15.246,0,-180.48,90.82,723.52,-14.89,32.62,170.50
15.296,0,-178.61,84.82,718.56,-14.35,34.26,170.36
15.346,0,-179.36,83.41,720.75,-14.53,34.05,170.81
15.396,0,-180.12,81.86,723.92,-14.71,33.77,170.61
15.445,0,-179.20,80.37,724.92,-14.63,33.78,170.03
15.493,0,-178.38,79.27,722.10,-14.22,33.77,170.18
15.543,0,-181.15,79.45,727.75,-15.10,34.43,169.28
15.592,0,-185.45,79.03,727.47,-15.19,34.82,169.29
15.643,0,-190.63,77.87,729.77,-15.71,35.57,169.53
15.693,0,-191.71,76.23,729.11,-15.68,35.90,169.95
15.745,0,-190.47,74.52,733.77,-15.19,35.57,169.55
15.796,0,-186.22,72.07,735.02,-15.02,35.49,168.71
15.846,0,-186.95,71.36,734.72,-14.87,35.17,168.53
15.895,0,-189.10,71.09,737.70,-15.11,34.80,168.23
15.949,0,-192.00,70.60,733.14,-15.82,36.34,168.62
16.001,0,-198.13,70.34,735.68,-16.47,37.31,168.43
16.052,0,-199.57,69.27,732.41,-16.27,38.08,168.77
16.105,0,-201.21,68.73,735.07,-16.70,38.41,168.37
16.155,0,-202.77,68.65,741.68,-16.66,38.07,168.45
16.207,0,-199.93,67.16,735.56,-16.44,37.88,168.58
16.258,0,-198.72,66.71,735.87,-16.15,37.03,168.47
16.307,0,-197.46,66.32,736.85,-15.97,38.82,167.97
16.358,0,-197.90,66.32,736.77,-15.79,38.18,168.10
16.408,0,-201.55,66.82,742.04,-16.28,37.24,168.45
16.458,0,-201.94,66.62,738.30,-16.97,38.49,167.81
16.507,0,-202.13,66.95,739.41,-16.24,38.31,168.30
16.558,0,-199.94,66.11,732.65,-16.34,39.01,168.52
16.610,0,-201.42,66.48,739.41,-16.24,38.36,168.31
16.661,0,-201.42,66.48,739.41,-16.24,38.36,168.31
16.711,0,-201.56,66.46,739.07,-16.23,38.37,168.95
16.760,0,-201.88,66.48,739.37,-16.23,38.34,168.32
16.814,0,-202.13,66.95,739.41,-16.24,38.31,168.30
16.877,0,-201.45,66.72,735.61,-16.87,39.30,168.01
16.906,0,-201.49,66.92,735.33,-16.78,39.02,167.75
16.956,0,-201.63,66.90,735.01,-16.78,39.03,168.38
17.006,0,-202.41,67.54,738.24,-17.02,38.44,167.74
17.056,0,-201.38,67.19,735.79,-16.79,38.99,167.73
17.109,0,-202.35,67.40,739.32,-16.28,38.29,168.26
17.160,0,-202.35,67.40,739.32,-16.28,38.29,168.26
17.211,0,-201.88,67.54,738.45,-16.92,38.17,167.49
17.261,0,-201.23,67.63,735.62,-16.73,38.70,168.06
17.313,0,-201.08,67.51,736.81,-16.28,39.45,168.07
17.363,0,-201.89,67.86,739.34,-16.32,38.31,168.21
17.415,0,-201.06,67.84,735.41,-16.64,38.43,167.81
17.467,0,-202.11,68.46,738.39,-17.18,38.74,167.28
17.517,0,-202.43,68.76,739.12,-16.65,39.18,168.27
17.567,0,-201.11,68.74,739.03,-16.39,38.35,168.76
17.617,0,-198.49,68.43,742.40,-16.53,37.68,168.49
17.669,0,-190.82,65.94,736.00,-16.24,37.56,168.34
17.719,0,-177.37,59.33,733.61,-15.65,36.03,167.96
17.769,0,-168.51,52.71,734.61,-14.89,34.69,167.21
17.818,0,-164.46,48.89,735.82,-14.05,34.80,167.22
17.868,0,-156.80,42.07,728.95,-13.53,34.84,166.73
17.917,0,-155.17,36.06,735.12,-13.12,34.39,166.85
17.966,0,-150.65,29.19,725.21,-13.01,34.97,166.71
18.017,0,-149.75,24.08,729.34,-12.50,35.27,167.10
18.067,0,-146.01,17.95,727.41,-12.84,35.95,165.75
18.115,0,-141.37,11.91,728.33,-11.68,35.11,166.34
18.165,0,-136.63,7.02,734.92,-10.84,35.27,166.02
18.215,0,-132.07,3.93,730.68,-10.21,34.93,165.65
18.265,0,-131.13,0.79,735.78,-9.97,33.96,165.00
18.316,0,-131.45,-3.74,740.28,-10.62,35.76,163.89
18.365,0,-134.04,-7.43,738.04,-10.13,36.57,164.82
18.415,0,-135.72,-9.06,741.64,-10.65,35.74,163.61
18.468,0,-137.76,-10.37,746.49,-10.36,36.09,164.10
18.520,0,-139.22,-11.95,745.57,-10.41,37.49,163.72
18.572,0,-143.36,-14.77,750.25,-10.98,37.56,163.08
18.622,0,-146.32,-16.63,752.23,-10.96,37.95,163.95
18.674,0,-148.48,-18.17,749.51,-11.53,38.17,163.02
18.725,0,-153.97,-21.05,754.62,-12.21,38.80,162.43
18.776,0,-157.37,-22.61,756.81,-12.60,39.41,161.83
18.828,0,-159.64,-23.47,758.59,-12.89,39.11,161.45
18.880,0,-164.78,-26.44,764.31,-13.57,39.40,161.13
18.938,0,-166.93,-28.49,765.98,-13.85,39.46,160.52
18.998,0,-169.78,-31.07,771.89,-14.60,39.89,160.11
19.053,0,-170.55,-32.70,768.81,-15.03,41.24,159.99
19.104,0,-173.32,-36.29,772.61,-14.36,40.38,160.61
19.155,0,-173.55,-39.82,776.92,-14.90,40.08,159.90
19.205,0,-172.04,-42.73,773.46,-15.49,40.87,158.77
19.254,0,-170.41,-44.36,771.05,-15.03,41.56,159.12
19.305,0,-171.24,-47.32,777.03,-14.84,40.63,159.09
19.354,0,-170.38,-49.63,775.88,-14.61,40.45,158.98
19.404,0,-169.87,-51.59,776.89,-14.61,41.15,159.15
19.455,0,-168.34,-52.69,775.48,-14.52,41.31,158.62
19.506,0,-168.01,-54.64,777.91,-14.74,40.86,158.55
19.556,0,-167.78,-55.12,777.97,-14.72,40.87,158.58
19.606,0,-166.87,-55.29,775.45,-14.35,41.48,158.84
19.660,0,-167.35,-55.33,775.98,-14.31,41.08,159.13
19.712,0,-168.74,-55.59,777.92,-14.68,40.81,158.64
19.763,0,-168.24,-54.94,772.22,-14.71,41.76,158.88
19.814,0,-169.91,-54.46,777.09,-14.42,41.19,159.39
19.865,0,-171.20,-54.76,781.34,-15.15,40.40,158.68
19.919,0,-171.25,-54.66,779.87,-15.07,40.13,158.38
19.971,0,-172.54,-53.76,777.42,-14.62,41.96,159.07
20.024,0,-172.67,-53.62,773.63,-14.80,41.37,159.42
20.080,0,-174.22,-53.91,777.85,-15.52,40.59,158.73
20.134,0,-173.56,-52.48,774.32,-14.17,41.43,159.51
20.166,0,-173.84,-52.22,773.97,-14.83,40.93,159.61
20.219,0,-175.45,-52.73,774.64,-14.92,41.45,159.68
20.274,0,-176.56,-52.60,777.95,-15.40,41.48,159.45
20.330,0,-176.06,-51.49,771.91,-14.27,39.61,160.67
20.383,0,-176.13,-51.14,773.87,-14.47,40.52,160.97
20.439,0,-175.34,-51.03,770.36,-14.07,40.79,160.84
20.493,0,-174.25,-50.52,764.49,-12.75,40.02,162.88
20.548,0,-174.43,-50.09,766.83,-13.13,39.50,162.64
20.598,0,-174.62,-50.00,770.90,-12.96,40.01,162.27
20.649,0,-172.87,-49.08,762.10,-12.50,40.60,162.96
20.699,0,-172.64,-49.08,762.11,-12.51,40.60,162.94
20.751,0,-172.40,-49.08,762.13,-12.50,40.63,162.95
20.803,0,-173.83,-49.50,766.87,-12.17,40.07,163.55
20.855,0,-174.45,-48.20,764.81,-12.87,39.62,162.98
20.905,0,-173.61,-44.11,761.06,-11.21,38.77,165.44
20.957,0,-169.12,-41.09,748.52,-11.29,40.27,165.60
21.008,0,-158.35,-31.66,737.05,-8.86,39.59,169.21
21.062,0,-150.25,-25.45,724.05,-8.04,39.25,171.05
21.120,0,-141.26,-18.61,712.23,-6.64,38.37,173.57
21.171,0,-132.29,-9.34,701.09,-5.21,37.85,173.91
21.221,0,-114.42,12.68,663.82,-4.30,40.80,177.46
21.270,0,-109.03,23.83,651.56,-5.19,40.98,178.27
21.322,0,-105.57,27.97,645.71,-4.99,41.92,179.33
21.374,0,-94.72,38.60,627.80,-4.43,46.71,179.29
21.424,0,-80.30,51.47,616.75,-4.96,53.15,-179.90
21.475,0,-64.58,62.71,603.65,-1.11,55.09,-175.91
21.526,0,-50.95,71.64,604.63,0.76,54.87,-176.16
21.576,0,-38.30,77.82,608.81,-1.54,55.62,178.02
21.628,0,-23.04,86.46,608.89,1.67,53.54,178.29
21.680,0,-12.32,91.41,608.87,-0.93,52.73,169.46
21.731,0,-7.08,94.81,607.03,-0.78,53.36,164.87
21.781,0,-5.81,95.75,608.66,-1.11,52.84,167.03
21.831,0,-3.48,96.78,607.03,-2.38,52.88,173.81
21.880,0,0.47,99.66,596.00,-2.46,53.25,177.17
21.931,0,11.02,108.20,599.60,-1.67,55.33,177.48
21.981,0,19.66,111.01,597.36,-1.17,56.11,176.86
22.029,0,24.10,113.38,601.14,-0.19,54.45,176.69
22.081,0,28.49,114.39,602.64,-0.65,52.85,175.19
