Time (s),Target,X (mm),Y (mm),Z (mm),Yaw,Pitch,Roll
3.128,1,428.90,229.22,3497.23,-59.05,-57.17,-97.97
3.188,1,401.48,219.06,3290.03,-65.82,-37.22,-97.38
3.247,1,325.58,175.61,2667.93,-56.71,-37.87,-100.72
3.311,1,360.55,193.84,2947.49,-56.18,-58.10,-101.15
3.368,1,130.23,65.81,1064.70,-44.56,-67.35,-111.84
3.431,1,3722.92,2174.39,30876.11,-55.64,65.39,-17.81
3.490,1,8349344.67,5331166.71,71473370.06,64.81,5.30,-176.11
3.556,1,424.96,244.22,3506.20,-57.74,-42.94,-100.85
3.619,1,435.18,236.61,3555.11,76.43,85.52,-147.58
3.681,1,421.06,238.70,3482.41,-58.28,-52.93,-99.22
3.735,1,376.84,194.13,3037.52,162.60,42.86,-61.06
3.796,1,500.96,303.88,4212.33,-39.31,-47.87,-109.58
3.852,1,3198.94,1882.47,26690.89,48.67,-47.65,-83.61
3.973,2,7236.83,4885.83,62567.67,42.31,21.95,84.69
4.032,2,522.83,287.33,4297.84,-76.62,-57.11,-78.54
4.095,2,9706.86,6424.16,83774.57,-59.80,-45.78,58.63
4.157,2,2502.67,1484.44,20915.20,-89.35,29.14,-94.07
4.221,2,406.83,232.42,3381.26,-52.31,-44.29,-103.65
4.279,2,5032.46,3243.84,42848.79,-66.43,-32.94,77.65
4.337,2,3334.69,2083.68,28291.48,-89.57,-31.37,94.97
4.396,2,1390.51,935.83,12067.63,-55.45,-16.22,-112.41
4.457,2,664.77,426.51,5672.78,-40.66,-44.10,-108.34
4.516,2,1970.86,1339.84,17101.30,-30.04,-34.35,-122.51
4.578,2,1018.25,605.01,8504.28,-64.09,-48.52,-94.81
4.638,2,38357.96,23919.47,324672.67,-36.30,14.68,146.27
4.697,2,93258.68,59235.08,790805.08,1.88,5.14,-34.45
4.761,2,431.59,183.26,3387.50,110.83,-4.77,-103.98
4.819,2,142.32,57.77,1118.58,-57.21,-52.92,-105.86
4.878,2,129.05,50.04,1008.85,-58.12,-52.83,-105.80
4.940,2,3313600.92,1404285.88,25985504.56,83.60,-5.40,-59.38
4.999,2,-3171.99,-1278.09,17081.42,-159.87,-23.58,169.97
5.121,2,337.90,101.26,2549.50,-120.85,62.04,40.94
5.181,2,537.25,139.08,4033.61,-28.22,-70.36,-136.54
5.244,2,184.33,40.32,1376.49,-55.42,-65.95,-116.75
5.303,2,4034.78,998.47,29845.66,-69.13,-52.07,59.31
5.362,2,671.68,137.63,4898.07,-140.88,-41.66,-20.69
5.426,2,1815.11,373.25,13438.44,-2.79,-31.13,-172.09
5.485,2,356.45,63.94,2608.14,-108.72,52.21,60.84
5.544,2,4997.56,791.44,36566.29,-170.42,-31.51,49.38
5.605,2,375.25,56.87,2756.25,-56.43,-50.79,-118.06
5.665,2,1140571405.77,120355120.34,8306223109.21,-27.33,-1.41,-9.95
5.727,2,6182.26,934.88,45233.61,-138.15,-54.17,-23.66
5.787,2,134.64,26.07,1007.58,-162.04,82.93,7.95
5.847,2,892.02,116.77,6506.87,98.27,-26.24,113.94
5.908,2,165.68,21.42,1222.92,-136.31,81.25,35.61
5.967,2,189.27,17.11,1397.43,102.21,38.58,-82.87
6.028,2,1011.52,112.99,7349.50,149.85,51.03,-24.45
6.088,2,5935.32,475.65,43109.58,-176.53,24.66,-7.50
6.148,2,3831.50,162.29,27814.69,103.35,8.99,129.26
6.211,2,602927344.24,50183812.36,4383652176.06,11.16,-5.05,-152.99
6.269,2,650.16,51.73,4774.58,63.06,-1.17,-120.17
6.329,2,473.79,38.77,3448.86,138.65,37.76,-50.27
6.391,2,539.66,38.67,3928.49,64.16,-36.37,-94.26
6.450,2,466.12,41.27,3364.72,-157.91,51.18,15.82
6.511,2,466.81,40.64,3379.43,-169.80,57.47,5.18
6.572,2,449.86,36.37,3252.09,-97.00,7.99,83.14
6.631,2,392.76,25.18,2858.59,-5.53,-83.20,14.57
6.697,2,227.48,19.49,1667.29,115.49,44.21,-70.51
6.753,2,211.17,26.96,1542.26,43.39,-80.05,-36.41
6.814,2,781.15,114.75,5728.11,-57.39,76.79,115.39
6.874,2,189.21,18.84,1387.85,-65.20,-70.21,-113.14
6.935,2,61051.33,3648.73,443405.37,-128.38,-19.77,-47.73
6.997,2,79497.67,4458.43,577224.11,77.04,-29.33,-104.60
7.055,2,1038.67,57.80,7547.06,43.94,-56.03,-89.37
7.116,2,185.25,18.67,1358.17,38.40,-82.71,146.82
7.178,2,331.96,46.83,2433.71,-94.28,65.18,-109.19
7.237,2,194.71,19.44,1429.47,73.45,-65.42,114.81
7.297,2,187.00,20.99,1371.88,-74.74,-62.21,-103.09
7.358,2,204.01,20.89,1497.39,90.94,-53.79,99.89
7.418,2,1034.40,104.93,7575.44,-53.17,41.06,87.35
7.478,2,189.19,18.08,1385.25,64.24,-77.39,122.53
7.539,2,195.81,20.01,1437.86,65.35,-72.23,122.00
7.599,2,189.64,22.23,1392.68,-74.57,-61.95,-103.35
7.722,3,1089.20,63.13,7903.40,-171.34,68.51,12.44
7.780,3,213.17,23.23,1558.24,71.92,-79.40,113.73
7.841,3,906.88,73.67,6589.91,-120.48,46.29,62.28
7.901,3,1078.46,75.66,7822.24,47.54,-74.54,-62.23
7.961,3,1153.40,47.38,8333.52,-110.79,0.99,89.15
8.021,3,236.59,31.61,1730.27,-78.08,-52.72,80.34
8.082,3,197.03,21.59,1442.37,88.13,-57.30,103.03
8.147,3,1038.94,94.13,7520.76,-150.08,66.19,23.33
8.203,3,63435.92,3137.29,460621.58,-32.56,-34.72,139.42
8.866,3,92.85,147.24,1192.35,-39.62,-30.56,-72.96
8.930,3,57.81,89.57,743.63,-32.21,-30.12,-83.19
8.989,3,93.05,150.13,1338.75,-20.82,-24.97,-122.53
9.111,3,115.48,173.61,1503.69,-24.03,-33.13,-103.20
9.171,3,121.84,195.48,1664.94,-34.61,37.22,81.18
9.231,3,224.71,360.54,3043.55,-19.52,-27.67,-100.25
9.293,3,286.39,457.14,3865.63,-25.64,-32.38,-98.37
9.351,3,189.78,315.48,2636.37,-28.13,27.18,83.39
9.412,3,108.88,194.76,1606.25,-33.67,26.32,82.61
9.534,3,129.79,293.80,2296.58,-32.55,34.90,76.73
9.596,3,100.41,229.11,1804.61,-26.36,26.79,82.12
9.654,3,755.09,2160.12,16320.66,-23.32,-11.06,-97.13
9.834,3,83.66,315.29,2321.80,-6.65,13.19,-100.44
9.894,3,56577879.54,202983732.60,1502237144.13,-72.21,-24.69,-160.05
9.957,3,68.67,265.00,1963.04,-17.74,3.10,-98.43
10.016,3,41.83,190.10,1402.81,-21.82,-19.09,83.09
10.077,3,1184.77,4502.64,33187.60,-0.68,3.22,-0.90
10.136,3,154.17,597.44,4386.95,-18.81,-36.92,41.94
10.196,3,109.49,371.36,2770.83,-34.99,7.92,26.19
10.260,3,111.80,362.06,2743.70,32.49,22.85,-30.47
10.319,3,392.01,1255.91,9398.79,-18.13,6.29,-103.54
10.378,3,107.57,311.79,2393.84,-5.60,27.11,5.37
10.441,3,235.67,623.14,4772.89,-12.36,7.70,78.21
10.499,3,1432.49,3196.86,24976.67,8.27,-28.26,-68.17
10.561,3,1881.10,4817.44,36920.87,-21.94,-2.51,88.35
10.620,3,69580.22,178460.90,1365472.65,77.41,-17.80,84.87
10.682,3,151.48,318.42,2514.33,-21.51,3.30,82.83
10.743,3,466.31,1054.79,8286.36,-46.11,-8.82,49.30
10.801,3,466.31,1054.79,8286.36,-46.11,-8.82,49.30
10.862,3,2183.87,5462.75,42002.44,28.66,-16.53,-91.40
10.923,3,681.07,1422.79,11308.47,146.41,4.98,48.13
10.982,3,336.69,668.81,5328.99,-18.97,-13.50,-93.32
11.044,3,285.59,553.47,4437.62,-30.89,13.90,-99.39
11.104,3,278.08,605.33,4763.36,-16.44,-11.32,-103.22
11.165,3,65.36,141.98,1125.92,-41.00,29.35,67.06
11.229,3,60814.90,196310.80,-1012587.13,-33.62,-42.42,-170.84
11.285,3,94.94,282.72,2136.96,-7.13,-33.33,-98.19
11.344,3,271.86,653.74,5047.85,-12.13,-15.87,-98.11
11.407,3,52.85,151.16,1163.33,3.43,-19.95,83.07
11.465,3,44.76,123.94,941.73,-33.62,42.41,70.16
11.527,3,756.53,2241.65,16782.34,-14.43,-7.80,-4.86
11.587,3,185.69,507.09,3832.54,-33.36,-4.22,-92.10
11.646,3,58.61,166.63,1279.33,-3.90,-14.66,-100.86
11.711,3,1908.71,5601.86,42189.81,-0.08,-1.16,0.24
11.770,3,367.13,889.77,6869.13,-23.92,-9.48,-89.98
11.828,3,160.23,389.21,2989.53,-43.78,-60.63,-73.33
11.889,3,75.05,177.40,1411.22,-7.28,13.03,81.95
11.950,3,576.72,1516.61,11587.76,-22.43,21.78,92.82
12.069,4,156.99,389.67,3001.82,-30.81,35.75,77.67
12.131,4,73.23,187.30,1424.87,-174.68,63.48,-65.58
12.194,4,380.68,863.82,6744.29,-18.59,-0.13,-102.43
12.255,4,145.78,357.06,2757.69,-27.14,7.46,-97.76
12.311,4,916.58,2803.42,21123.39,-30.06,1.42,-96.58
12.373,4,169.32,410.97,3159.92,-32.71,-14.84,-94.64
12.433,4,315.05,657.14,5210.04,-16.98,-11.04,-97.41
12.494,4,864.89,2890.51,21369.34,-15.10,-29.89,-34.34
12.555,4,1781.79,4729.43,35872.92,-77.49,11.28,-62.39
13.520,4,144.06,75.39,1179.00,-78.29,63.90,73.47
13.581,4,159.36,85.35,1311.16,-76.95,55.56,75.35
14.730,4,139.73,33.06,1039.67,-108.22,64.85,62.47
14.791,4,-4.45,-8.29,167.93,67.52,76.07,140.77
14.851,4,151.06,30.79,1152.82,-77.00,71.08,90.94
14.912,4,133.13,25.95,975.86,-112.48,67.22,60.77
14.972,4,154.62,29.83,1196.52,-59.72,71.46,107.15
15.034,4,136.01,25.50,1058.97,-60.15,72.02,107.01
15.274,4,134.93,24.57,1117.76,-12.94,58.77,147.47
15.335,4,170.92,34.01,1439.58,1.68,41.53,161.52
15.395,4,138.18,29.65,1176.14,-2.11,48.29,155.19
15.455,4,-4.81,-7.28,167.85,53.22,78.16,127.03
15.515,4,132.84,30.78,1152.26,3.35,-29.86,-160.56
15.578,4,12.14,18.86,227.40,-43.97,26.39,-100.72
15.636,4,19.06,20.20,250.09,-53.86,26.23,-99.85
